NFECHA,IDX,TheYear,TheDate,DEPARTAMENTO,CANT
17 Ago,817,2018,2018-08-17,CUSCO,12
17 Ago,817,2018,2018-08-17,ANCASH,11
17 Ago,817,2018,2018-08-17,ICA,8
17 Ago,817,2018,2018-08-17,HUANCAVELICA,4
17 Ago,817,2018,2018-08-17,SAN MARTIN,5
17 Ago,817,2018,2018-08-17,HUANUCO,8
17 Ago,817,2018,2018-08-17,APURIMAC,6
17 Ago,817,2018,2018-08-17,LA LIBERTAD,23
17 Ago,817,2018,2018-08-17,AREQUIPA,16
17 Ago,817,2018,2018-08-17,AYACUCHO,5
17 Ago,817,2018,2018-08-17,JUNIN,19
17 Ago,817,2018,2018-08-17,MADRE DE DIOS,2
17 Ago,817,2018,2018-08-17,PIURA,24
17 Ago,817,2018,2018-08-17,CALLAO,9
17 Ago,817,2018,2018-08-17,EXTRANJERO,1
17 Ago,817,2018,2018-08-17,LIMA,114
17 Ago,817,2019,2019-08-17,SAN MARTIN,2
17 Ago,817,2019,2019-08-17,ANCASH,13
17 Ago,817,2019,2019-08-17,UCAYALI,6
17 Ago,817,2019,2019-08-17,APURIMAC,7
17 Ago,817,2019,2019-08-17,ICA,9
17 Ago,817,2019,2019-08-17,PIURA,15
17 Ago,817,2019,2019-08-17,CUSCO,25
17 Ago,817,2019,2019-08-17,CALLAO,9
17 Ago,817,2019,2019-08-17,JUNIN,14
17 Ago,817,2019,2019-08-17,HUANUCO,5
17 Ago,817,2019,2019-08-17,LIMA,102
17 Ago,817,2019,2019-08-17,TACNA,3
17 Ago,817,2019,2019-08-17,LA LIBERTAD,20
17 Ago,817,2019,2019-08-17,PUNO,7
17 Ago,817,2019,2019-08-17,LORETO,3
17 Ago,817,2019,2019-08-17,AMAZONAS,2
17 Ago,817,2019,2019-08-17,PASCO,3
17 Ago,817,2019,2019-08-17,CAJAMARCA,7
17 Ago,817,2019,2019-08-17,MADRE DE DIOS,1
17 Ago,817,2019,2019-08-17,AYACUCHO,5
17 Ago,817,2019,2019-08-17,MOQUEGUA,4
17 Ago,817,2019,2019-08-17,HUANCAVELICA,7
17 Ago,817,2019,2019-08-17,AREQUIPA,24
17 Ago,817,2020,2020-08-17,LORETO,10
17 Ago,817,2020,2020-08-17,PASCO,1
17 Ago,817,2020,2020-08-17,HUANCAVELICA,11
17 Ago,817,2020,2020-08-17,LAMBAYEQUE,18
17 Ago,817,2020,2020-08-17,TACNA,17
17 Ago,817,2020,2020-08-17,CAJAMARCA,18
17 Ago,817,2020,2020-08-17,MADRE DE DIOS,5
17 Ago,817,2020,2020-08-17,TUMBES,3
17 Ago,817,2020,2020-08-17,PUNO,49
17 Ago,817,2020,2020-08-17,SAN MARTIN,14
17 Ago,817,2020,2020-08-17,HUANUCO,12
17 Ago,817,2020,2020-08-17,ICA,38
17 Ago,817,2020,2020-08-17,MOQUEGUA,12
17 Ago,817,2020,2020-08-17,LA LIBERTAD,41
17 Ago,817,2020,2020-08-17,JUNIN,32
17 Ago,817,2020,2020-08-17,UCAYALI,15
17 Ago,817,2020,2020-08-17,AREQUIPA,78
17 Ago,817,2020,2020-08-17,ANCASH,46
17 Ago,817,2020,2020-08-17,CUSCO,56
17 Ago,817,2020,2020-08-17,AYACUCHO,11
17 Ago,817,2020,2020-08-17,LIMA,394
17 Ago,817,2020,2020-08-17,CALLAO,35
17 Ago,817,2020,2020-08-17,AMAZONAS,3
17 Ago,817,2020,2020-08-17,APURIMAC,5
17 Ago,817,2020,2020-08-17,EXTRANJERO,2
17 Ago,817,2020,2020-08-17,PIURA,35
17 Ago,817,2021,2021-08-17,,
18 Ago,818,2017,2017-08-18,ANCASH,14
18 Ago,818,2017,2017-08-18,PUNO,16
18 Ago,818,2017,2017-08-18,APURIMAC,3
18 Ago,818,2017,2017-08-18,JUNIN,7
18 Ago,818,2017,2017-08-18,ICA,10
18 Ago,818,2017,2017-08-18,HUANUCO,6
18 Ago,818,2017,2017-08-18,SAN MARTIN,10
18 Ago,818,2017,2017-08-18,CALLAO,11
18 Ago,818,2017,2017-08-18,LIMA,78
18 Ago,818,2017,2017-08-18,PIURA,14
18 Ago,818,2017,2017-08-18,SIN REGISTRO,1
18 Ago,818,2017,2017-08-18,LAMBAYEQUE,11
18 Ago,818,2017,2017-08-18,TUMBES,3
18 Ago,818,2017,2017-08-18,TACNA,1
18 Ago,818,2017,2017-08-18,LORETO,6
18 Ago,818,2017,2017-08-18,AMAZONAS,3
18 Ago,818,2017,2017-08-18,PASCO,1
18 Ago,818,2017,2017-08-18,CAJAMARCA,6
18 Ago,818,2017,2017-08-18,EXTRANJERO,1
18 Ago,818,2017,2017-08-18,LA LIBERTAD,26
18 Ago,818,2017,2017-08-18,MADRE DE DIOS,1
18 Ago,818,2017,2017-08-18,AYACUCHO,4
18 Ago,818,2017,2017-08-18,UCAYALI,5
18 Ago,818,2017,2017-08-18,CUSCO,14
18 Ago,818,2017,2017-08-18,AREQUIPA,10
18 Ago,818,2017,2017-08-18,MOQUEGUA,2
18 Ago,818,2017,2017-08-18,HUANCAVELICA,7
18 Ago,818,2018,2018-08-18,AREQUIPA,22
18 Ago,818,2018,2018-08-18,AYACUCHO,9
18 Ago,818,2018,2018-08-18,CUSCO,14
18 Ago,818,2018,2018-08-18,EXTRANJERO,1
18 Ago,818,2018,2018-08-18,SIN REGISTRO,1
18 Ago,818,2018,2018-08-18,PIURA,16
18 Ago,818,2018,2018-08-18,LIMA,89
18 Ago,818,2018,2018-08-18,CALLAO,17
18 Ago,818,2018,2018-08-18,ANCASH,14
18 Ago,818,2018,2018-08-18,LA LIBERTAD,25
18 Ago,818,2018,2018-08-18,TACNA,8
18 Ago,818,2018,2018-08-18,UCAYALI,6
18 Ago,818,2018,2018-08-18,HUANCAVELICA,7
18 Ago,818,2018,2018-08-18,SAN MARTIN,7
18 Ago,818,2018,2018-08-18,LORETO,4
18 Ago,818,2018,2018-08-18,LAMBAYEQUE,14
18 Ago,818,2018,2018-08-18,MOQUEGUA,4
18 Ago,818,2018,2018-08-18,TUMBES,1
18 Ago,818,2018,2018-08-18,CAJAMARCA,12
18 Ago,818,2018,2018-08-18,PUNO,19
18 Ago,818,2018,2018-08-18,ICA,15
18 Ago,818,2018,2018-08-18,HUANUCO,14
18 Ago,818,2018,2018-08-18,JUNIN,21
18 Ago,818,2019,2019-08-18,LA LIBERTAD,15
18 Ago,818,2019,2019-08-18,PASCO,1
18 Ago,818,2019,2019-08-18,MOQUEGUA,5
18 Ago,818,2019,2019-08-18,APURIMAC,6
18 Ago,818,2019,2019-08-18,AREQUIPA,12
18 Ago,818,2019,2019-08-18,LAMBAYEQUE,2
18 Ago,818,2019,2019-08-18,CUSCO,26
18 Ago,818,2019,2019-08-18,HUANCAVELICA,15
18 Ago,818,2019,2019-08-18,AYACUCHO,10
18 Ago,818,2019,2019-08-18,TUMBES,2
18 Ago,818,2019,2019-08-18,PIURA,15
18 Ago,818,2019,2019-08-18,HUANUCO,9
18 Ago,818,2019,2019-08-18,CALLAO,5
18 Ago,818,2019,2019-08-18,UCAYALI,5
18 Ago,818,2019,2019-08-18,JUNIN,13
18 Ago,818,2019,2019-08-18,LIMA,106
18 Ago,818,2019,2019-08-18,SAN MARTIN,7
18 Ago,818,2019,2019-08-18,ANCASH,26
18 Ago,818,2019,2019-08-18,PUNO,27
18 Ago,818,2019,2019-08-18,ICA,7
18 Ago,818,2019,2019-08-18,TACNA,7
18 Ago,818,2019,2019-08-18,CAJAMARCA,9
18 Ago,818,2019,2019-08-18,AMAZONAS,5
18 Ago,818,2019,2019-08-18,LORETO,7
18 Ago,818,2020,2020-08-18,UCAYALI,9
18 Ago,818,2020,2020-08-18,APURIMAC,5
18 Ago,818,2020,2020-08-18,CUSCO,47
18 Ago,818,2020,2020-08-18,LIMA,373
18 Ago,818,2020,2020-08-18,PIURA,38
18 Ago,818,2020,2020-08-18,AMAZONAS,2
18 Ago,818,2020,2020-08-18,AREQUIPA,62
18 Ago,818,2020,2020-08-18,ANCASH,17
18 Ago,818,2020,2020-08-18,CALLAO,26
18 Ago,818,2020,2020-08-18,SIN REGISTRO,2
18 Ago,818,2020,2020-08-18,AYACUCHO,17
18 Ago,818,2020,2020-08-18,TUMBES,2
18 Ago,818,2020,2020-08-18,PUNO,60
18 Ago,818,2020,2020-08-18,LAMBAYEQUE,29
18 Ago,818,2020,2020-08-18,MADRE DE DIOS,6
18 Ago,818,2020,2020-08-18,MOQUEGUA,11
18 Ago,818,2020,2020-08-18,CAJAMARCA,22
18 Ago,818,2020,2020-08-18,HUANCAVELICA,8
18 Ago,818,2020,2020-08-18,TACNA,8
18 Ago,818,2020,2020-08-18,HUANUCO,12
18 Ago,818,2020,2020-08-18,ICA,27
18 Ago,818,2020,2020-08-18,JUNIN,42
18 Ago,818,2020,2020-08-18,SAN MARTIN,19
18 Ago,818,2020,2020-08-18,PASCO,6
18 Ago,818,2020,2020-08-18,LORETO,10
18 Ago,818,2020,2020-08-18,LA LIBERTAD,36
18 Ago,818,2021,2021-08-18,,
19 Ago,819,2017,2017-08-19,SIN REGISTRO,2
19 Ago,819,2017,2017-08-19,LA LIBERTAD,19
19 Ago,819,2017,2017-08-19,LIMA,77
19 Ago,819,2017,2017-08-19,TACNA,2
19 Ago,819,2017,2017-08-19,AREQUIPA,14
19 Ago,819,2017,2017-08-19,CUSCO,13
19 Ago,819,2017,2017-08-19,AYACUCHO,3
19 Ago,819,2017,2017-08-19,LAMBAYEQUE,16
19 Ago,819,2017,2017-08-19,UCAYALI,6
19 Ago,819,2017,2017-08-19,HUANCAVELICA,3
19 Ago,819,2017,2017-08-19,MOQUEGUA,2
19 Ago,819,2017,2017-08-19,ANCASH,14
19 Ago,819,2017,2017-08-19,SAN MARTIN,8
19 Ago,819,2017,2017-08-19,PASCO,1
19 Ago,819,2017,2017-08-19,CALLAO,14
19 Ago,819,2017,2017-08-19,PIURA,7
19 Ago,819,2017,2017-08-19,LORETO,4
19 Ago,819,2017,2017-08-19,HUANUCO,15
19 Ago,819,2017,2017-08-19,PUNO,12
19 Ago,819,2017,2017-08-19,ICA,18
19 Ago,819,2017,2017-08-19,JUNIN,12
19 Ago,819,2017,2017-08-19,AMAZONAS,1
19 Ago,819,2017,2017-08-19,MADRE DE DIOS,1
19 Ago,819,2017,2017-08-19,CAJAMARCA,8
19 Ago,819,2018,2018-08-19,TACNA,2
19 Ago,819,2018,2018-08-19,SAN MARTIN,4
19 Ago,819,2018,2018-08-19,MADRE DE DIOS,1
19 Ago,819,2018,2018-08-19,LAMBAYEQUE,16
19 Ago,819,2018,2018-08-19,HUANCAVELICA,5
19 Ago,819,2018,2018-08-19,HUANUCO,10
19 Ago,819,2018,2018-08-19,TUMBES,1
19 Ago,819,2018,2018-08-19,ICA,9
19 Ago,819,2018,2018-08-19,CAJAMARCA,11
19 Ago,819,2018,2018-08-19,MOQUEGUA,1
19 Ago,819,2018,2018-08-19,JUNIN,16
19 Ago,819,2018,2018-08-19,PUNO,13
19 Ago,819,2018,2018-08-19,UCAYALI,3
19 Ago,819,2018,2018-08-19,LORETO,6
19 Ago,819,2018,2018-08-19,PASCO,2
19 Ago,819,2018,2018-08-19,AYACUCHO,4
19 Ago,819,2018,2018-08-19,AREQUIPA,20
19 Ago,819,2018,2018-08-19,ANCASH,12
19 Ago,819,2018,2018-08-19,CUSCO,23
19 Ago,819,2018,2018-08-19,AMAZONAS,4
19 Ago,819,2018,2018-08-19,LA LIBERTAD,23
19 Ago,819,2018,2018-08-19,LIMA,94
19 Ago,819,2018,2018-08-19,APURIMAC,4
19 Ago,819,2018,2018-08-19,CALLAO,10
19 Ago,819,2018,2018-08-19,PIURA,12
19 Ago,819,2019,2019-08-19,SAN MARTIN,3
19 Ago,819,2019,2019-08-19,TUMBES,2
19 Ago,819,2019,2019-08-19,JUNIN,20
19 Ago,819,2019,2019-08-19,AMAZONAS,5
19 Ago,819,2019,2019-08-19,HUANUCO,2
19 Ago,819,2019,2019-08-19,PUNO,15
19 Ago,819,2019,2019-08-19,PASCO,2
19 Ago,819,2019,2019-08-19,ICA,21
19 Ago,819,2019,2019-08-19,AYACUCHO,5
19 Ago,819,2019,2019-08-19,LORETO,11
19 Ago,819,2019,2019-08-19,UCAYALI,5
19 Ago,819,2019,2019-08-19,APURIMAC,9
19 Ago,819,2019,2019-08-19,CUSCO,11
19 Ago,819,2019,2019-08-19,CAJAMARCA,12
19 Ago,819,2019,2019-08-19,CALLAO,13
19 Ago,819,2019,2019-08-19,LIMA,108
19 Ago,819,2019,2019-08-19,MADRE DE DIOS,3
19 Ago,819,2019,2019-08-19,EXTRANJERO,2
19 Ago,819,2019,2019-08-19,PIURA,12
19 Ago,819,2019,2019-08-19,TACNA,4
19 Ago,819,2019,2019-08-19,LA LIBERTAD,13
19 Ago,819,2019,2019-08-19,ANCASH,20
19 Ago,819,2019,2019-08-19,MOQUEGUA,3
19 Ago,819,2019,2019-08-19,HUANCAVELICA,7
19 Ago,819,2019,2019-08-19,LAMBAYEQUE,1
19 Ago,819,2019,2019-08-19,AREQUIPA,22
19 Ago,819,2020,2020-08-19,EXTRANJERO,1
19 Ago,819,2020,2020-08-19,MADRE DE DIOS,4
19 Ago,819,2020,2020-08-19,PASCO,4
19 Ago,819,2020,2020-08-19,CAJAMARCA,24
19 Ago,819,2020,2020-08-19,LORETO,8
19 Ago,819,2020,2020-08-19,AMAZONAS,1
19 Ago,819,2020,2020-08-19,PUNO,70
19 Ago,819,2020,2020-08-19,LA LIBERTAD,38
19 Ago,819,2020,2020-08-19,TUMBES,3
19 Ago,819,2020,2020-08-19,SAN MARTIN,10
19 Ago,819,2020,2020-08-19,TACNA,10
19 Ago,819,2020,2020-08-19,LAMBAYEQUE,26
19 Ago,819,2020,2020-08-19,HUANUCO,16
19 Ago,819,2020,2020-08-19,LIMA,336
19 Ago,819,2020,2020-08-19,CUSCO,48
19 Ago,819,2020,2020-08-19,PIURA,27
19 Ago,819,2020,2020-08-19,APURIMAC,5
19 Ago,819,2020,2020-08-19,ICA,32
19 Ago,819,2020,2020-08-19,JUNIN,28
19 Ago,819,2020,2020-08-19,UCAYALI,6
19 Ago,819,2020,2020-08-19,ANCASH,31
19 Ago,819,2020,2020-08-19,AYACUCHO,10
19 Ago,819,2020,2020-08-19,AREQUIPA,54
19 Ago,819,2020,2020-08-19,HUANCAVELICA,5
19 Ago,819,2020,2020-08-19,MOQUEGUA,8
19 Ago,819,2020,2020-08-19,CALLAO,34
19 Ago,819,2021,2021-08-19,,
20 Ago,820,2017,2017-08-20,CAJAMARCA,4
20 Ago,820,2017,2017-08-20,JUNIN,14
20 Ago,820,2017,2017-08-20,UCAYALI,6
20 Ago,820,2017,2017-08-20,AMAZONAS,1
20 Ago,820,2017,2017-08-20,PASCO,1
20 Ago,820,2017,2017-08-20,PUNO,2
20 Ago,820,2017,2017-08-20,HUANUCO,9
20 Ago,820,2017,2017-08-20,LAMBAYEQUE,13
20 Ago,820,2017,2017-08-20,LORETO,6
20 Ago,820,2017,2017-08-20,CUSCO,15
20 Ago,820,2017,2017-08-20,CALLAO,9
20 Ago,820,2017,2017-08-20,LIMA,85
20 Ago,820,2017,2017-08-20,MADRE DE DIOS,3
20 Ago,820,2017,2017-08-20,PIURA,7
20 Ago,820,2017,2017-08-20,TACNA,3
20 Ago,820,2017,2017-08-20,AREQUIPA,16
20 Ago,820,2017,2017-08-20,LA LIBERTAD,21
20 Ago,820,2017,2017-08-20,AYACUCHO,5
20 Ago,820,2017,2017-08-20,SAN MARTIN,8
20 Ago,820,2017,2017-08-20,ICA,9
20 Ago,820,2017,2017-08-20,ANCASH,19
20 Ago,820,2017,2017-08-20,HUANCAVELICA,4
20 Ago,820,2017,2017-08-20,APURIMAC,3
20 Ago,820,2018,2018-08-20,LIMA,98
20 Ago,820,2018,2018-08-20,APURIMAC,3
20 Ago,820,2018,2018-08-20,JUNIN,18
20 Ago,820,2018,2018-08-20,AMAZONAS,2
20 Ago,820,2018,2018-08-20,ICA,10
20 Ago,820,2018,2018-08-20,HUANUCO,13
20 Ago,820,2018,2018-08-20,UCAYALI,3
20 Ago,820,2018,2018-08-20,CALLAO,15
20 Ago,820,2018,2018-08-20,CUSCO,12
20 Ago,820,2018,2018-08-20,PIURA,12
20 Ago,820,2018,2018-08-20,ANCASH,15
20 Ago,820,2018,2018-08-20,LAMBAYEQUE,13
20 Ago,820,2018,2018-08-20,MOQUEGUA,3
20 Ago,820,2018,2018-08-20,AREQUIPA,16
20 Ago,820,2018,2018-08-20,AYACUCHO,3
20 Ago,820,2018,2018-08-20,CAJAMARCA,11
20 Ago,820,2018,2018-08-20,SAN MARTIN,5
20 Ago,820,2018,2018-08-20,EXTRANJERO,2
20 Ago,820,2018,2018-08-20,HUANCAVELICA,7
20 Ago,820,2018,2018-08-20,TACNA,5
20 Ago,820,2018,2018-08-20,MADRE DE DIOS,1
20 Ago,820,2018,2018-08-20,TUMBES,2
20 Ago,820,2018,2018-08-20,LORETO,6
20 Ago,820,2018,2018-08-20,PUNO,9
20 Ago,820,2018,2018-08-20,LA LIBERTAD,23
20 Ago,820,2018,2018-08-20,PASCO,5
20 Ago,820,2019,2019-08-20,AREQUIPA,15
20 Ago,820,2019,2019-08-20,APURIMAC,9
20 Ago,820,2019,2019-08-20,HUANUCO,7
20 Ago,820,2019,2019-08-20,JUNIN,16
20 Ago,820,2019,2019-08-20,AYACUCHO,10
20 Ago,820,2019,2019-08-20,LA LIBERTAD,27
20 Ago,820,2019,2019-08-20,SAN MARTIN,6
20 Ago,820,2019,2019-08-20,UCAYALI,2
20 Ago,820,2019,2019-08-20,PUNO,13
20 Ago,820,2019,2019-08-20,CUSCO,20
20 Ago,820,2019,2019-08-20,ANCASH,18
20 Ago,820,2019,2019-08-20,ICA,19
20 Ago,820,2019,2019-08-20,HUANCAVELICA,10
20 Ago,820,2019,2019-08-20,LAMBAYEQUE,2
20 Ago,820,2019,2019-08-20,MOQUEGUA,4
20 Ago,820,2019,2019-08-20,PASCO,3
20 Ago,820,2019,2019-08-20,LORETO,6
20 Ago,820,2019,2019-08-20,TUMBES,3
20 Ago,820,2019,2019-08-20,TACNA,3
20 Ago,820,2019,2019-08-20,CAJAMARCA,14
20 Ago,820,2019,2019-08-20,LIMA,122
20 Ago,820,2019,2019-08-20,AMAZONAS,3
20 Ago,820,2019,2019-08-20,MADRE DE DIOS,5
20 Ago,820,2019,2019-08-20,PIURA,15
20 Ago,820,2019,2019-08-20,CALLAO,12
20 Ago,820,2020,2020-08-20,HUANUCO,9
20 Ago,820,2020,2020-08-20,UCAYALI,3
20 Ago,820,2020,2020-08-20,JUNIN,36
20 Ago,820,2020,2020-08-20,PIURA,36
20 Ago,820,2020,2020-08-20,SAN MARTIN,11
20 Ago,820,2020,2020-08-20,TUMBES,1
20 Ago,820,2020,2020-08-20,PUNO,38
20 Ago,820,2020,2020-08-20,ICA,38
20 Ago,820,2020,2020-08-20,ANCASH,22
20 Ago,820,2020,2020-08-20,AREQUIPA,61
20 Ago,820,2020,2020-08-20,LAMBAYEQUE,21
20 Ago,820,2020,2020-08-20,CUSCO,55
20 Ago,820,2020,2020-08-20,MOQUEGUA,8
20 Ago,820,2020,2020-08-20,AYACUCHO,13
20 Ago,820,2020,2020-08-20,APURIMAC,3
20 Ago,820,2020,2020-08-20,HUANCAVELICA,5
20 Ago,820,2020,2020-08-20,PASCO,9
20 Ago,820,2020,2020-08-20,CALLAO,38
20 Ago,820,2020,2020-08-20,LA LIBERTAD,36
20 Ago,820,2020,2020-08-20,EXTRANJERO,3
20 Ago,820,2020,2020-08-20,AMAZONAS,4
20 Ago,820,2020,2020-08-20,LIMA,334
20 Ago,820,2020,2020-08-20,LORETO,8
20 Ago,820,2020,2020-08-20,TACNA,13
20 Ago,820,2020,2020-08-20,MADRE DE DIOS,1
20 Ago,820,2020,2020-08-20,CAJAMARCA,19
20 Ago,820,2021,2021-08-20,,
21 Ago,821,2017,2017-08-21,AYACUCHO,3
21 Ago,821,2017,2017-08-21,AREQUIPA,9
21 Ago,821,2017,2017-08-21,AMAZONAS,1
21 Ago,821,2017,2017-08-21,JUNIN,20
21 Ago,821,2017,2017-08-21,CUSCO,15
21 Ago,821,2017,2017-08-21,LA LIBERTAD,14
21 Ago,821,2017,2017-08-21,SAN MARTIN,1
21 Ago,821,2017,2017-08-21,ANCASH,9
21 Ago,821,2017,2017-08-21,HUANUCO,7
21 Ago,821,2017,2017-08-21,APURIMAC,4
21 Ago,821,2017,2017-08-21,ICA,12
21 Ago,821,2017,2017-08-21,LORETO,11
21 Ago,821,2017,2017-08-21,LAMBAYEQUE,11
21 Ago,821,2017,2017-08-21,HUANCAVELICA,5
21 Ago,821,2017,2017-08-21,PASCO,7
21 Ago,821,2017,2017-08-21,UCAYALI,3
21 Ago,821,2017,2017-08-21,CAJAMARCA,11
21 Ago,821,2017,2017-08-21,MOQUEGUA,1
21 Ago,821,2017,2017-08-21,PUNO,18
21 Ago,821,2017,2017-08-21,TUMBES,2
21 Ago,821,2017,2017-08-21,TACNA,5
21 Ago,821,2017,2017-08-21,CALLAO,12
21 Ago,821,2017,2017-08-21,LIMA,86
21 Ago,821,2017,2017-08-21,PIURA,11
21 Ago,821,2018,2018-08-21,EXTRANJERO,3
21 Ago,821,2018,2018-08-21,LA LIBERTAD,23
21 Ago,821,2018,2018-08-21,MADRE DE DIOS,5
21 Ago,821,2018,2018-08-21,TUMBES,3
21 Ago,821,2018,2018-08-21,TACNA,5
21 Ago,821,2018,2018-08-21,PUNO,18
21 Ago,821,2018,2018-08-21,PASCO,1
21 Ago,821,2018,2018-08-21,CAJAMARCA,10
21 Ago,821,2018,2018-08-21,AMAZONAS,2
21 Ago,821,2018,2018-08-21,LORETO,7
21 Ago,821,2018,2018-08-21,JUNIN,18
21 Ago,821,2018,2018-08-21,UCAYALI,4
21 Ago,821,2018,2018-08-21,ICA,13
21 Ago,821,2018,2018-08-21,ANCASH,13
21 Ago,821,2018,2018-08-21,SAN MARTIN,5
21 Ago,821,2018,2018-08-21,HUANUCO,6
21 Ago,821,2018,2018-08-21,CALLAO,8
21 Ago,821,2018,2018-08-21,LIMA,102
21 Ago,821,2018,2018-08-21,SIN REGISTRO,1
21 Ago,821,2018,2018-08-21,LAMBAYEQUE,12
21 Ago,821,2018,2018-08-21,PIURA,20
21 Ago,821,2018,2018-08-21,AYACUCHO,2
21 Ago,821,2018,2018-08-21,CUSCO,13
21 Ago,821,2018,2018-08-21,MOQUEGUA,2
21 Ago,821,2018,2018-08-21,HUANCAVELICA,3
21 Ago,821,2018,2018-08-21,AREQUIPA,11
21 Ago,821,2019,2019-08-21,TACNA,6
21 Ago,821,2019,2019-08-21,LAMBAYEQUE,3
21 Ago,821,2019,2019-08-21,LA LIBERTAD,26
21 Ago,821,2019,2019-08-21,SAN MARTIN,7
21 Ago,821,2019,2019-08-21,CAJAMARCA,7
21 Ago,821,2019,2019-08-21,TUMBES,3
21 Ago,821,2019,2019-08-21,MOQUEGUA,2
21 Ago,821,2019,2019-08-21,LORETO,4
21 Ago,821,2019,2019-08-21,PASCO,2
21 Ago,821,2019,2019-08-21,HUANCAVELICA,5
21 Ago,821,2019,2019-08-21,EXTRANJERO,1
21 Ago,821,2019,2019-08-21,PIURA,13
21 Ago,821,2019,2019-08-21,LIMA,105
21 Ago,821,2019,2019-08-21,CALLAO,12
21 Ago,821,2019,2019-08-21,SIN REGISTRO,1
21 Ago,821,2019,2019-08-21,AYACUCHO,4
21 Ago,821,2019,2019-08-21,APURIMAC,1
21 Ago,821,2019,2019-08-21,AREQUIPA,17
21 Ago,821,2019,2019-08-21,AMAZONAS,4
21 Ago,821,2019,2019-08-21,CUSCO,17
21 Ago,821,2019,2019-08-21,PUNO,16
21 Ago,821,2019,2019-08-21,ANCASH,19
21 Ago,821,2019,2019-08-21,HUANUCO,12
21 Ago,821,2019,2019-08-21,ICA,10
21 Ago,821,2019,2019-08-21,UCAYALI,7
21 Ago,821,2019,2019-08-21,JUNIN,16
21 Ago,821,2020,2020-08-21,LA LIBERTAD,34
21 Ago,821,2020,2020-08-21,CALLAO,21
21 Ago,821,2020,2020-08-21,CAJAMARCA,20
21 Ago,821,2020,2020-08-21,MADRE DE DIOS,1
21 Ago,821,2020,2020-08-21,TACNA,16
21 Ago,821,2020,2020-08-21,EXTRANJERO,1
21 Ago,821,2020,2020-08-21,PIURA,38
21 Ago,821,2020,2020-08-21,LIMA,363
21 Ago,821,2020,2020-08-21,ICA,31
21 Ago,821,2020,2020-08-21,UCAYALI,5
21 Ago,821,2020,2020-08-21,TUMBES,2
21 Ago,821,2020,2020-08-21,JUNIN,41
21 Ago,821,2020,2020-08-21,HUANUCO,18
21 Ago,821,2020,2020-08-21,SAN MARTIN,15
21 Ago,821,2020,2020-08-21,AMAZONAS,4
21 Ago,821,2020,2020-08-21,PUNO,63
21 Ago,821,2020,2020-08-21,AYACUCHO,13
21 Ago,821,2020,2020-08-21,LORETO,8
21 Ago,821,2020,2020-08-21,PASCO,4
21 Ago,821,2020,2020-08-21,CUSCO,51
21 Ago,821,2020,2020-08-21,APURIMAC,8
21 Ago,821,2020,2020-08-21,MOQUEGUA,12
21 Ago,821,2020,2020-08-21,ANCASH,33
21 Ago,821,2020,2020-08-21,HUANCAVELICA,13
21 Ago,821,2020,2020-08-21,LAMBAYEQUE,21
21 Ago,821,2020,2020-08-21,AREQUIPA,51
21 Ago,821,2021,2021-08-21,,
22 Ago,822,2017,2017-08-22,LAMBAYEQUE,16
22 Ago,822,2017,2017-08-22,HUANCAVELICA,3
22 Ago,822,2017,2017-08-22,HUANUCO,7
22 Ago,822,2017,2017-08-22,LA LIBERTAD,16
22 Ago,822,2017,2017-08-22,TUMBES,2
22 Ago,822,2017,2017-08-22,CAJAMARCA,11
22 Ago,822,2017,2017-08-22,UCAYALI,4
22 Ago,822,2017,2017-08-22,MADRE DE DIOS,2
22 Ago,822,2017,2017-08-22,MOQUEGUA,3
22 Ago,822,2017,2017-08-22,TACNA,3
22 Ago,822,2017,2017-08-22,SAN MARTIN,7
22 Ago,822,2017,2017-08-22,PASCO,1
22 Ago,822,2017,2017-08-22,LORETO,4
22 Ago,822,2017,2017-08-22,EXTRANJERO,1
22 Ago,822,2017,2017-08-22,PIURA,9
22 Ago,822,2017,2017-08-22,CALLAO,15
22 Ago,822,2017,2017-08-22,LIMA,103
22 Ago,822,2017,2017-08-22,APURIMAC,4
22 Ago,822,2017,2017-08-22,AREQUIPA,9
22 Ago,822,2017,2017-08-22,CUSCO,15
22 Ago,822,2017,2017-08-22,AYACUCHO,5
22 Ago,822,2017,2017-08-22,AMAZONAS,2
22 Ago,822,2017,2017-08-22,ANCASH,16
22 Ago,822,2017,2017-08-22,ICA,8
22 Ago,822,2017,2017-08-22,JUNIN,13
22 Ago,822,2017,2017-08-22,PUNO,9
22 Ago,822,2018,2018-08-22,UCAYALI,9
22 Ago,822,2018,2018-08-22,PASCO,1
22 Ago,822,2018,2018-08-22,LORETO,4
22 Ago,822,2018,2018-08-22,CALLAO,11
22 Ago,822,2018,2018-08-22,PIURA,21
22 Ago,822,2018,2018-08-22,ICA,13
22 Ago,822,2018,2018-08-22,HUANUCO,6
22 Ago,822,2018,2018-08-22,JUNIN,15
22 Ago,822,2018,2018-08-22,PUNO,12
22 Ago,822,2018,2018-08-22,APURIMAC,3
22 Ago,822,2018,2018-08-22,ANCASH,14
22 Ago,822,2018,2018-08-22,HUANCAVELICA,2
22 Ago,822,2018,2018-08-22,LAMBAYEQUE,12
22 Ago,822,2018,2018-08-22,AYACUCHO,8
22 Ago,822,2018,2018-08-22,AREQUIPA,16
22 Ago,822,2018,2018-08-22,CUSCO,17
