NFECHA,IDX,TheYear,TheDate,DEPARTAMENTO,CANT
24 Feb,224,2018,2018-02-24,JUNIN,12
24 Feb,224,2018,2018-02-24,ANCASH,14
24 Feb,224,2018,2018-02-24,PIURA,14
24 Feb,224,2018,2018-02-24,HUANUCO,7
24 Feb,224,2018,2018-02-24,LAMBAYEQUE,15
24 Feb,224,2018,2018-02-24,LIMA,70
24 Feb,224,2018,2018-02-24,SIN REGISTRO,1
24 Feb,224,2018,2018-02-24,CAJAMARCA,5
24 Feb,224,2018,2018-02-24,LORETO,4
24 Feb,224,2018,2018-02-24,AMAZONAS,2
24 Feb,224,2018,2018-02-24,PUNO,24
24 Feb,224,2018,2018-02-24,TACNA,3
24 Feb,224,2018,2018-02-24,TUMBES,2
24 Feb,224,2018,2018-02-24,LA LIBERTAD,15
24 Feb,224,2018,2018-02-24,MADRE DE DIOS,1
24 Feb,224,2018,2018-02-24,EXTRANJERO,2
24 Feb,224,2018,2018-02-24,SAN MARTIN,8
24 Feb,224,2018,2018-02-24,HUANCAVELICA,9
24 Feb,224,2018,2018-02-24,AREQUIPA,10
24 Feb,224,2018,2018-02-24,UCAYALI,8
24 Feb,224,2018,2018-02-24,AYACUCHO,3
24 Feb,224,2018,2018-02-24,CUSCO,22
24 Feb,224,2019,2019-02-24,AMAZONAS,2
24 Feb,224,2019,2019-02-24,CUSCO,11
24 Feb,224,2019,2019-02-24,AYACUCHO,5
24 Feb,224,2019,2019-02-24,AREQUIPA,15
24 Feb,224,2019,2019-02-24,LIMA,85
24 Feb,224,2019,2019-02-24,PIURA,22
24 Feb,224,2019,2019-02-24,CALLAO,12
24 Feb,224,2019,2019-02-24,EXTRANJERO,2
24 Feb,224,2019,2019-02-24,MADRE DE DIOS,3
24 Feb,224,2019,2019-02-24,LA LIBERTAD,22
24 Feb,224,2019,2019-02-24,ANCASH,15
24 Feb,224,2019,2019-02-24,SAN MARTIN,8
24 Feb,224,2019,2019-02-24,TACNA,3
24 Feb,224,2019,2019-02-24,MOQUEGUA,1
24 Feb,224,2019,2019-02-24,CAJAMARCA,14
24 Feb,224,2019,2019-02-24,LAMBAYEQUE,1
24 Feb,224,2019,2019-02-24,PASCO,1
24 Feb,224,2019,2019-02-24,LORETO,5
24 Feb,224,2019,2019-02-24,HUANCAVELICA,7
24 Feb,224,2019,2019-02-24,TUMBES,2
24 Feb,224,2019,2019-02-24,PUNO,15
24 Feb,224,2019,2019-02-24,ICA,12
24 Feb,224,2019,2019-02-24,JUNIN,19
24 Feb,224,2019,2019-02-24,APURIMAC,3
24 Feb,224,2019,2019-02-24,HUANUCO,2
24 Feb,224,2019,2019-02-24,UCAYALI,5
24 Feb,224,2020,2020-02-24,LA LIBERTAD,15
24 Feb,224,2020,2020-02-24,EXTRANJERO,1
24 Feb,224,2020,2020-02-24,MADRE DE DIOS,3
24 Feb,224,2020,2020-02-24,CAJAMARCA,12
24 Feb,224,2020,2020-02-24,PASCO,1
24 Feb,224,2020,2020-02-24,MOQUEGUA,2
24 Feb,224,2020,2020-02-24,HUANCAVELICA,3
24 Feb,224,2020,2020-02-24,APURIMAC,9
24 Feb,224,2020,2020-02-24,SIN REGISTRO,1
24 Feb,224,2020,2020-02-24,AREQUIPA,39
24 Feb,224,2020,2020-02-24,AYACUCHO,7
24 Feb,224,2020,2020-02-24,LAMBAYEQUE,2
24 Feb,224,2020,2020-02-24,CUSCO,19
24 Feb,224,2020,2020-02-24,SAN MARTIN,8
24 Feb,224,2020,2020-02-24,ANCASH,11
24 Feb,224,2020,2020-02-24,UCAYALI,4
24 Feb,224,2020,2020-02-24,HUANUCO,12
24 Feb,224,2020,2020-02-24,ICA,12
24 Feb,224,2020,2020-02-24,LIMA,152
24 Feb,224,2020,2020-02-24,PIURA,9
24 Feb,224,2020,2020-02-24,CALLAO,16
24 Feb,224,2020,2020-02-24,JUNIN,17
24 Feb,224,2020,2020-02-24,AMAZONAS,2
24 Feb,224,2020,2020-02-24,LORETO,10
24 Feb,224,2020,2020-02-24,TACNA,4
24 Feb,224,2020,2020-02-24,PUNO,23
24 Feb,224,2020,2020-02-24,TUMBES,2
24 Feb,224,2021,2021-02-24,CALLAO,57
24 Feb,224,2021,2021-02-24,AMAZONAS,3
24 Feb,224,2021,2021-02-24,AREQUIPA,41
24 Feb,224,2021,2021-02-24,ANCASH,26
24 Feb,224,2021,2021-02-24,APURIMAC,8
24 Feb,224,2021,2021-02-24,LIMA,497
24 Feb,224,2021,2021-02-24,AYACUCHO,12
24 Feb,224,2021,2021-02-24,PIURA,39
24 Feb,224,2021,2021-02-24,CUSCO,44
24 Feb,224,2021,2021-02-24,MADRE DE DIOS,2
24 Feb,224,2021,2021-02-24,SAN MARTIN,17
24 Feb,224,2021,2021-02-24,TACNA,13
24 Feb,224,2021,2021-02-24,MOQUEGUA,5
24 Feb,224,2021,2021-02-24,EXTRANJERO,3
24 Feb,224,2021,2021-02-24,LAMBAYEQUE,10
24 Feb,224,2021,2021-02-24,HUANCAVELICA,15
24 Feb,224,2021,2021-02-24,CAJAMARCA,17
24 Feb,224,2021,2021-02-24,LA LIBERTAD,53
24 Feb,224,2021,2021-02-24,UCAYALI,14
24 Feb,224,2021,2021-02-24,LORETO,34
24 Feb,224,2021,2021-02-24,PASCO,9
24 Feb,224,2021,2021-02-24,TUMBES,7
24 Feb,224,2021,2021-02-24,JUNIN,48
24 Feb,224,2021,2021-02-24,ICA,33
24 Feb,224,2021,2021-02-24,PUNO,44
24 Feb,224,2021,2021-02-24,HUANUCO,17
25 Feb,225,2017,2017-02-25,MOQUEGUA,3
25 Feb,225,2017,2017-02-25,MADRE DE DIOS,1
25 Feb,225,2017,2017-02-25,CAJAMARCA,4
25 Feb,225,2017,2017-02-25,UCAYALI,6
25 Feb,225,2017,2017-02-25,HUANCAVELICA,3
25 Feb,225,2017,2017-02-25,LORETO,10
25 Feb,225,2017,2017-02-25,SAN MARTIN,3
25 Feb,225,2017,2017-02-25,TACNA,7
25 Feb,225,2017,2017-02-25,LAMBAYEQUE,28
25 Feb,225,2017,2017-02-25,TUMBES,2
25 Feb,225,2017,2017-02-25,ANCASH,13
25 Feb,225,2017,2017-02-25,LA LIBERTAD,12
25 Feb,225,2017,2017-02-25,APURIMAC,6
25 Feb,225,2017,2017-02-25,LIMA,79
25 Feb,225,2017,2017-02-25,CUSCO,7
25 Feb,225,2017,2017-02-25,AYACUCHO,1
25 Feb,225,2017,2017-02-25,AREQUIPA,17
25 Feb,225,2017,2017-02-25,SIN REGISTRO,1
25 Feb,225,2017,2017-02-25,PIURA,10
25 Feb,225,2017,2017-02-25,CALLAO,11
25 Feb,225,2017,2017-02-25,PUNO,14
25 Feb,225,2017,2017-02-25,HUANUCO,11
25 Feb,225,2017,2017-02-25,ICA,9
25 Feb,225,2017,2017-02-25,JUNIN,13
25 Feb,225,2018,2018-02-25,MOQUEGUA,4
25 Feb,225,2018,2018-02-25,ANCASH,10
25 Feb,225,2018,2018-02-25,APURIMAC,4
25 Feb,225,2018,2018-02-25,AREQUIPA,18
25 Feb,225,2018,2018-02-25,AYACUCHO,4
25 Feb,225,2018,2018-02-25,UCAYALI,5
25 Feb,225,2018,2018-02-25,CUSCO,12
25 Feb,225,2018,2018-02-25,LAMBAYEQUE,10
25 Feb,225,2018,2018-02-25,SAN MARTIN,8
25 Feb,225,2018,2018-02-25,HUANCAVELICA,5
25 Feb,225,2018,2018-02-25,TUMBES,3
25 Feb,225,2018,2018-02-25,PIURA,22
25 Feb,225,2018,2018-02-25,CALLAO,12
25 Feb,225,2018,2018-02-25,HUANUCO,7
25 Feb,225,2018,2018-02-25,JUNIN,14
25 Feb,225,2018,2018-02-25,PUNO,15
25 Feb,225,2018,2018-02-25,ICA,10
25 Feb,225,2018,2018-02-25,PASCO,1
25 Feb,225,2018,2018-02-25,SIN REGISTRO,1
25 Feb,225,2018,2018-02-25,LA LIBERTAD,21
25 Feb,225,2018,2018-02-25,EXTRANJERO,1
25 Feb,225,2018,2018-02-25,TACNA,3
25 Feb,225,2018,2018-02-25,CAJAMARCA,9
25 Feb,225,2018,2018-02-25,LIMA,84
25 Feb,225,2018,2018-02-25,AMAZONAS,2
25 Feb,225,2018,2018-02-25,LORETO,5
25 Feb,225,2019,2019-02-25,APURIMAC,4
25 Feb,225,2019,2019-02-25,AMAZONAS,2
25 Feb,225,2019,2019-02-25,LIMA,96
25 Feb,225,2019,2019-02-25,AYACUCHO,7
25 Feb,225,2019,2019-02-25,AREQUIPA,20
25 Feb,225,2019,2019-02-25,CUSCO,16
25 Feb,225,2019,2019-02-25,ANCASH,13
25 Feb,225,2019,2019-02-25,PASCO,2
25 Feb,225,2019,2019-02-25,TACNA,6
25 Feb,225,2019,2019-02-25,LORETO,8
25 Feb,225,2019,2019-02-25,HUANCAVELICA,8
25 Feb,225,2019,2019-02-25,CAJAMARCA,10
25 Feb,225,2019,2019-02-25,MADRE DE DIOS,2
25 Feb,225,2019,2019-02-25,EXTRANJERO,1
25 Feb,225,2019,2019-02-25,MOQUEGUA,4
25 Feb,225,2019,2019-02-25,ICA,16
25 Feb,225,2019,2019-02-25,LA LIBERTAD,18
25 Feb,225,2019,2019-02-25,HUANUCO,10
25 Feb,225,2019,2019-02-25,SAN MARTIN,9
25 Feb,225,2019,2019-02-25,PUNO,20
25 Feb,225,2019,2019-02-25,TUMBES,5
25 Feb,225,2019,2019-02-25,UCAYALI,10
25 Feb,225,2019,2019-02-25,JUNIN,21
25 Feb,225,2019,2019-02-25,CALLAO,16
25 Feb,225,2019,2019-02-25,SIN REGISTRO,1
25 Feb,225,2019,2019-02-25,PIURA,24
25 Feb,225,2020,2020-02-25,TACNA,4
25 Feb,225,2020,2020-02-25,EXTRANJERO,1
25 Feb,225,2020,2020-02-25,MADRE DE DIOS,3
25 Feb,225,2020,2020-02-25,CAJAMARCA,12
25 Feb,225,2020,2020-02-25,LIMA,105
25 Feb,225,2020,2020-02-25,SIN REGISTRO,2
25 Feb,225,2020,2020-02-25,LA LIBERTAD,22
25 Feb,225,2020,2020-02-25,CALLAO,12
25 Feb,225,2020,2020-02-25,LORETO,8
25 Feb,225,2020,2020-02-25,AYACUCHO,7
25 Feb,225,2020,2020-02-25,APURIMAC,5
25 Feb,225,2020,2020-02-25,ICA,13
25 Feb,225,2020,2020-02-25,PIURA,6
25 Feb,225,2020,2020-02-25,PASCO,8
25 Feb,225,2020,2020-02-25,UCAYALI,2
25 Feb,225,2020,2020-02-25,TUMBES,3
25 Feb,225,2020,2020-02-25,JUNIN,26
25 Feb,225,2020,2020-02-25,SAN MARTIN,8
25 Feb,225,2020,2020-02-25,PUNO,10
25 Feb,225,2020,2020-02-25,HUANUCO,6
25 Feb,225,2020,2020-02-25,AMAZONAS,2
25 Feb,225,2020,2020-02-25,AREQUIPA,18
25 Feb,225,2020,2020-02-25,LAMBAYEQUE,1
25 Feb,225,2020,2020-02-25,HUANCAVELICA,5
25 Feb,225,2020,2020-02-25,ANCASH,25
25 Feb,225,2020,2020-02-25,MOQUEGUA,1
25 Feb,225,2020,2020-02-25,CUSCO,10
25 Feb,225,2021,2021-02-25,CUSCO,41
25 Feb,225,2021,2021-02-25,APURIMAC,7
25 Feb,225,2021,2021-02-25,JUNIN,41
25 Feb,225,2021,2021-02-25,AMAZONAS,1
25 Feb,225,2021,2021-02-25,ICA,39
25 Feb,225,2021,2021-02-25,ANCASH,34
25 Feb,225,2021,2021-02-25,UCAYALI,7
25 Feb,225,2021,2021-02-25,PIURA,31
25 Feb,225,2021,2021-02-25,LIMA,527
25 Feb,225,2021,2021-02-25,HUANUCO,13
25 Feb,225,2021,2021-02-25,LAMBAYEQUE,8
25 Feb,225,2021,2021-02-25,CALLAO,35
25 Feb,225,2021,2021-02-25,MADRE DE DIOS,4
25 Feb,225,2021,2021-02-25,EXTRANJERO,3
25 Feb,225,2021,2021-02-25,HUANCAVELICA,7
25 Feb,225,2021,2021-02-25,CAJAMARCA,16
25 Feb,225,2021,2021-02-25,TUMBES,8
25 Feb,225,2021,2021-02-25,LA LIBERTAD,44
25 Feb,225,2021,2021-02-25,SAN MARTIN,14
25 Feb,225,2021,2021-02-25,PASCO,11
25 Feb,225,2021,2021-02-25,TACNA,10
25 Feb,225,2021,2021-02-25,PUNO,53
25 Feb,225,2021,2021-02-25,LORETO,19
25 Feb,225,2021,2021-02-25,AREQUIPA,40
25 Feb,225,2021,2021-02-25,MOQUEGUA,1
25 Feb,225,2021,2021-02-25,AYACUCHO,8
26 Feb,226,2017,2017-02-26,JUNIN,16
26 Feb,226,2017,2017-02-26,LORETO,7
26 Feb,226,2017,2017-02-26,HUANUCO,3
26 Feb,226,2017,2017-02-26,PUNO,20
26 Feb,226,2017,2017-02-26,TUMBES,4
26 Feb,226,2017,2017-02-26,ICA,12
26 Feb,226,2017,2017-02-26,CAJAMARCA,5
26 Feb,226,2017,2017-02-26,UCAYALI,2
26 Feb,226,2017,2017-02-26,MADRE DE DIOS,1
26 Feb,226,2017,2017-02-26,EXTRANJERO,2
26 Feb,226,2017,2017-02-26,SAN MARTIN,4
26 Feb,226,2017,2017-02-26,LAMBAYEQUE,27
26 Feb,226,2017,2017-02-26,HUANCAVELICA,5
26 Feb,226,2017,2017-02-26,TACNA,2
26 Feb,226,2017,2017-02-26,ANCASH,13
26 Feb,226,2017,2017-02-26,AYACUCHO,2
26 Feb,226,2017,2017-02-26,AREQUIPA,15
26 Feb,226,2017,2017-02-26,PIURA,12
26 Feb,226,2017,2017-02-26,CALLAO,13
26 Feb,226,2017,2017-02-26,CUSCO,11
26 Feb,226,2017,2017-02-26,AMAZONAS,4
26 Feb,226,2017,2017-02-26,LA LIBERTAD,36
26 Feb,226,2017,2017-02-26,LIMA,76
26 Feb,226,2017,2017-02-26,APURIMAC,5
26 Feb,226,2017,2017-02-26,SIN REGISTRO,1
26 Feb,226,2018,2018-02-26,JUNIN,17
26 Feb,226,2018,2018-02-26,TUMBES,2
26 Feb,226,2018,2018-02-26,AMAZONAS,1
26 Feb,226,2018,2018-02-26,HUANUCO,11
26 Feb,226,2018,2018-02-26,PUNO,20
26 Feb,226,2018,2018-02-26,UCAYALI,4
26 Feb,226,2018,2018-02-26,PASCO,2
26 Feb,226,2018,2018-02-26,ICA,10
26 Feb,226,2018,2018-02-26,LORETO,3
26 Feb,226,2018,2018-02-26,CUSCO,16
26 Feb,226,2018,2018-02-26,APURIMAC,8
26 Feb,226,2018,2018-02-26,AYACUCHO,4
26 Feb,226,2018,2018-02-26,SIN REGISTRO,1
26 Feb,226,2018,2018-02-26,LA LIBERTAD,23
26 Feb,226,2018,2018-02-26,PIURA,23
26 Feb,226,2018,2018-02-26,TACNA,4
26 Feb,226,2018,2018-02-26,CAJAMARCA,5
26 Feb,226,2018,2018-02-26,LIMA,62
26 Feb,226,2018,2018-02-26,CALLAO,14
26 Feb,226,2018,2018-02-26,AREQUIPA,8
26 Feb,226,2018,2018-02-26,SAN MARTIN,4
26 Feb,226,2018,2018-02-26,LAMBAYEQUE,16
26 Feb,226,2018,2018-02-26,HUANCAVELICA,3
26 Feb,226,2018,2018-02-26,ANCASH,20
26 Feb,226,2018,2018-02-26,MOQUEGUA,2
26 Feb,226,2019,2019-02-26,LAMBAYEQUE,3
26 Feb,226,2019,2019-02-26,AYACUCHO,4
26 Feb,226,2019,2019-02-26,MOQUEGUA,1
26 Feb,226,2019,2019-02-26,AREQUIPA,22
26 Feb,226,2019,2019-02-26,ANCASH,14
26 Feb,226,2019,2019-02-26,APURIMAC,7
26 Feb,226,2019,2019-02-26,ICA,18
26 Feb,226,2019,2019-02-26,AMAZONAS,4
26 Feb,226,2019,2019-02-26,CUSCO,11
26 Feb,226,2019,2019-02-26,CALLAO,19
26 Feb,226,2019,2019-02-26,PIURA,19
26 Feb,226,2019,2019-02-26,LIMA,94
26 Feb,226,2019,2019-02-26,UCAYALI,10
26 Feb,226,2019,2019-02-26,TUMBES,2
26 Feb,226,2019,2019-02-26,CAJAMARCA,8
26 Feb,226,2019,2019-02-26,HUANCAVELICA,3
26 Feb,226,2019,2019-02-26,TACNA,6
26 Feb,226,2019,2019-02-26,LORETO,8
26 Feb,226,2019,2019-02-26,PUNO,10
26 Feb,226,2019,2019-02-26,LA LIBERTAD,24
26 Feb,226,2019,2019-02-26,JUNIN,23
26 Feb,226,2019,2019-02-26,HUANUCO,5
26 Feb,226,2019,2019-02-26,PASCO,1
26 Feb,226,2019,2019-02-26,SAN MARTIN,8
26 Feb,226,2020,2020-02-26,ANCASH,12
26 Feb,226,2020,2020-02-26,AREQUIPA,24
26 Feb,226,2020,2020-02-26,LA LIBERTAD,20
26 Feb,226,2020,2020-02-26,AYACUCHO,9
26 Feb,226,2020,2020-02-26,TACNA,2
26 Feb,226,2020,2020-02-26,MOQUEGUA,5
26 Feb,226,2020,2020-02-26,JUNIN,14
26 Feb,226,2020,2020-02-26,HUANUCO,7
26 Feb,226,2020,2020-02-26,LAMBAYEQUE,1
26 Feb,226,2020,2020-02-26,PASCO,2
26 Feb,226,2020,2020-02-26,SAN MARTIN,13
26 Feb,226,2020,2020-02-26,TUMBES,2
26 Feb,226,2020,2020-02-26,CAJAMARCA,13
26 Feb,226,2020,2020-02-26,LORETO,7
26 Feb,226,2020,2020-02-26,UCAYALI,3
26 Feb,226,2020,2020-02-26,PUNO,9
26 Feb,226,2020,2020-02-26,CUSCO,14
26 Feb,226,2020,2020-02-26,HUANCAVELICA,6
26 Feb,226,2020,2020-02-26,ICA,11
26 Feb,226,2020,2020-02-26,APURIMAC,8
26 Feb,226,2020,2020-02-26,CALLAO,13
26 Feb,226,2020,2020-02-26,PIURA,9
26 Feb,226,2020,2020-02-26,EXTRANJERO,1
26 Feb,226,2020,2020-02-26,LIMA,120
26 Feb,226,2020,2020-02-26,AMAZONAS,4
26 Feb,226,2021,2021-02-26,MOQUEGUA,3
26 Feb,226,2021,2021-02-26,HUANCAVELICA,7
26 Feb,226,2021,2021-02-26,AREQUIPA,31
26 Feb,226,2021,2021-02-26,LAMBAYEQUE,17
26 Feb,226,2021,2021-02-26,AYACUCHO,14
26 Feb,226,2021,2021-02-26,UCAYALI,14
26 Feb,226,2021,2021-02-26,ICA,46
26 Feb,226,2021,2021-02-26,SAN MARTIN,8
26 Feb,226,2021,2021-02-26,JUNIN,35
26 Feb,226,2021,2021-02-26,LIMA,536
26 Feb,226,2021,2021-02-26,HUANUCO,10
26 Feb,226,2021,2021-02-26,APURIMAC,8
26 Feb,226,2021,2021-02-26,PIURA,37
26 Feb,226,2021,2021-02-26,ANCASH,23
26 Feb,226,2021,2021-02-26,PASCO,7
26 Feb,226,2021,2021-02-26,EXTRANJERO,3
26 Feb,226,2021,2021-02-26,LA LIBERTAD,52
26 Feb,226,2021,2021-02-26,CUSCO,36
26 Feb,226,2021,2021-02-26,CALLAO,48
26 Feb,226,2021,2021-02-26,PUNO,41
26 Feb,226,2021,2021-02-26,TUMBES,7
26 Feb,226,2021,2021-02-26,LORETO,27
26 Feb,226,2021,2021-02-26,AMAZONAS,4
26 Feb,226,2021,2021-02-26,TACNA,17
26 Feb,226,2021,2021-02-26,CAJAMARCA,34
27 Feb,227,2017,2017-02-27,MADRE DE DIOS,3
27 Feb,227,2017,2017-02-27,CAJAMARCA,7
27 Feb,227,2017,2017-02-27,SAN MARTIN,7
27 Feb,227,2017,2017-02-27,PASCO,2
27 Feb,227,2017,2017-02-27,CALLAO,17
27 Feb,227,2017,2017-02-27,ANCASH,6
27 Feb,227,2017,2017-02-27,CUSCO,11
27 Feb,227,2017,2017-02-27,PIURA,8
27 Feb,227,2017,2017-02-27,JUNIN,13
27 Feb,227,2017,2017-02-27,ICA,15
27 Feb,227,2017,2017-02-27,HUANUCO,7
27 Feb,227,2017,2017-02-27,APURIMAC,2
27 Feb,227,2017,2017-02-27,LIMA,64
27 Feb,227,2017,2017-02-27,SIN REGISTRO,1
27 Feb,227,2017,2017-02-27,LAMBAYEQUE,26
27 Feb,227,2017,2017-02-27,UCAYALI,4
27 Feb,227,2017,2017-02-27,AYACUCHO,1
27 Feb,227,2017,2017-02-27,AREQUIPA,14
27 Feb,227,2017,2017-02-27,HUANCAVELICA,7
27 Feb,227,2017,2017-02-27,TACNA,10
27 Feb,227,2017,2017-02-27,TUMBES,2
27 Feb,227,2017,2017-02-27,LA LIBERTAD,33
27 Feb,227,2017,2017-02-27,LORETO,3
27 Feb,227,2017,2017-02-27,PUNO,6
27 Feb,227,2018,2018-02-27,PUNO,9
27 Feb,227,2018,2018-02-27,CUSCO,15
27 Feb,227,2018,2018-02-27,ANCASH,16
27 Feb,227,2018,2018-02-27,ICA,13
27 Feb,227,2018,2018-02-27,SAN MARTIN,10
27 Feb,227,2018,2018-02-27,TACNA,4
27 Feb,227,2018,2018-02-27,CAJAMARCA,13
27 Feb,227,2018,2018-02-27,TUMBES,5
27 Feb,227,2018,2018-02-27,LAMBAYEQUE,13
27 Feb,227,2018,2018-02-27,LORETO,6
27 Feb,227,2018,2018-02-27,HUANCAVELICA,3
27 Feb,227,2018,2018-02-27,PASCO,1
27 Feb,227,2018,2018-02-27,UCAYALI,3
27 Feb,227,2018,2018-02-27,MOQUEGUA,1
27 Feb,227,2018,2018-02-27,LA LIBERTAD,15
27 Feb,227,2018,2018-02-27,AYACUCHO,6
27 Feb,227,2018,2018-02-27,AREQUIPA,24
27 Feb,227,2018,2018-02-27,AMAZONAS,4
27 Feb,227,2018,2018-02-27,APURIMAC,4
27 Feb,227,2018,2018-02-27,HUANUCO,8
27 Feb,227,2018,2018-02-27,JUNIN,18
27 Feb,227,2018,2018-02-27,LIMA,84
27 Feb,227,2018,2018-02-27,MADRE DE DIOS,1
27 Feb,227,2018,2018-02-27,PIURA,16
27 Feb,227,2018,2018-02-27,CALLAO,9
27 Feb,227,2019,2019-02-27,UCAYALI,6
27 Feb,227,2019,2019-02-27,ANCASH,12
27 Feb,227,2019,2019-02-27,JUNIN,18
27 Feb,227,2019,2019-02-27,ICA,15
27 Feb,227,2019,2019-02-27,APURIMAC,6
27 Feb,227,2019,2019-02-27,CALLAO,16
27 Feb,227,2019,2019-02-27,HUANUCO,3
27 Feb,227,2019,2019-02-27,SIN REGISTRO,1
27 Feb,227,2019,2019-02-27,PIURA,21
27 Feb,227,2019,2019-02-27,LIMA,101
27 Feb,227,2019,2019-02-27,LAMBAYEQUE,1
27 Feb,227,2019,2019-02-27,LA LIBERTAD,23
27 Feb,227,2019,2019-02-27,MADRE DE DIOS,1
27 Feb,227,2019,2019-02-27,TUMBES,6
27 Feb,227,2019,2019-02-27,TACNA,10
27 Feb,227,2019,2019-02-27,SAN MARTIN,9
27 Feb,227,2019,2019-02-27,PUNO,11
27 Feb,227,2019,2019-02-27,CAJAMARCA,16
27 Feb,227,2019,2019-02-27,PASCO,2
27 Feb,227,2019,2019-02-27,LORETO,4
27 Feb,227,2019,2019-02-27,HUANCAVELICA,4
27 Feb,227,2019,2019-02-27,MOQUEGUA,1
27 Feb,227,2019,2019-02-27,AREQUIPA,20
27 Feb,227,2019,2019-02-27,AYACUCHO,4
27 Feb,227,2019,2019-02-27,CUSCO,19
27 Feb,227,2020,2020-02-27,MADRE DE DIOS,1
27 Feb,227,2020,2020-02-27,CALLAO,20
27 Feb,227,2020,2020-02-27,PIURA,7
27 Feb,227,2020,2020-02-27,LIMA,116
27 Feb,227,2020,2020-02-27,AREQUIPA,25
27 Feb,227,2020,2020-02-27,SIN REGISTRO,1
27 Feb,227,2020,2020-02-27,CUSCO,22
27 Feb,227,2020,2020-02-27,AMAZONAS,2
27 Feb,227,2020,2020-02-27,AYACUCHO,8
27 Feb,227,2020,2020-02-27,LA LIBERTAD,14
27 Feb,227,2020,2020-02-27,TACNA,1
27 Feb,227,2020,2020-02-27,PUNO,13
27 Feb,227,2020,2020-02-27,LAMBAYEQUE,1
27 Feb,227,2020,2020-02-27,PASCO,1
27 Feb,227,2020,2020-02-27,LORETO,6
27 Feb,227,2020,2020-02-27,HUANCAVELICA,5
27 Feb,227,2020,2020-02-27,TUMBES,4
27 Feb,227,2020,2020-02-27,MOQUEGUA,2
27 Feb,227,2020,2020-02-27,CAJAMARCA,12
27 Feb,227,2020,2020-02-27,APURIMAC,4
27 Feb,227,2020,2020-02-27,UCAYALI,5
27 Feb,227,2020,2020-02-27,ICA,22
27 Feb,227,2020,2020-02-27,JUNIN,11
27 Feb,227,2020,2020-02-27,HUANUCO,9
27 Feb,227,2020,2020-02-27,ANCASH,13
27 Feb,227,2020,2020-02-27,SAN MARTIN,7
27 Feb,227,2021,2021-02-27,PUNO,36
27 Feb,227,2021,2021-02-27,JUNIN,46
27 Feb,227,2021,2021-02-27,SAN MARTIN,7
27 Feb,227,2021,2021-02-27,HUANUCO,13
27 Feb,227,2021,2021-02-27,AMAZONAS,1
27 Feb,227,2021,2021-02-27,TUMBES,10
27 Feb,227,2021,2021-02-27,PIURA,34
27 Feb,227,2021,2021-02-27,ICA,47
27 Feb,227,2021,2021-02-27,PASCO,8
27 Feb,227,2021,2021-02-27,LORETO,28
27 Feb,227,2021,2021-02-27,UCAYALI,8
27 Feb,227,2021,2021-02-27,APURIMAC,9
27 Feb,227,2021,2021-02-27,AYACUCHO,20
27 Feb,227,2021,2021-02-27,LA LIBERTAD,51
27 Feb,227,2021,2021-02-27,EXTRANJERO,3
27 Feb,227,2021,2021-02-27,CAJAMARCA,23
27 Feb,227,2021,2021-02-27,MADRE DE DIOS,6
27 Feb,227,2021,2021-02-27,LIMA,526
27 Feb,227,2021,2021-02-27,TACNA,15
27 Feb,227,2021,2021-02-27,CUSCO,39
27 Feb,227,2021,2021-02-27,AREQUIPA,35
27 Feb,227,2021,2021-02-27,MOQUEGUA,2
27 Feb,227,2021,2021-02-27,ANCASH,32
27 Feb,227,2021,2021-02-27,CALLAO,48
27 Feb,227,2021,2021-02-27,HUANCAVELICA,15
27 Feb,227,2021,2021-02-27,LAMBAYEQUE,11
28 Feb,228,2017,2017-02-28,AMAZONAS,2
28 Feb,228,2017,2017-02-28,LORETO,6
28 Feb,228,2017,2017-02-28,TACNA,5
28 Feb,228,2017,2017-02-28,PASCO,3
28 Feb,228,2017,2017-02-28,CAJAMARCA,8
28 Feb,228,2017,2017-02-28,MADRE DE DIOS,2
28 Feb,228,2017,2017-02-28,EXTRANJERO,2
28 Feb,228,2017,2017-02-28,LA LIBERTAD,30
28 Feb,228,2017,2017-02-28,SAN MARTIN,5
28 Feb,228,2017,2017-02-28,CALLAO,15
28 Feb,228,2017,2017-02-28,HUANUCO,8
28 Feb,228,2017,2017-02-28,PIURA,12
28 Feb,228,2017,2017-02-28,LIMA,94
28 Feb,228,2017,2017-02-28,JUNIN,13
28 Feb,228,2017,2017-02-28,PUNO,13
28 Feb,228,2017,2017-02-28,ICA,8
28 Feb,228,2017,2017-02-28,ANCASH,14
28 Feb,228,2017,2017-02-28,AREQUIPA,10
28 Feb,228,2017,2017-02-28,CUSCO,14
28 Feb,228,2017,2017-02-28,AYACUCHO,2
28 Feb,228,2017,2017-02-28,MOQUEGUA,3
28 Feb,228,2017,2017-02-28,LAMBAYEQUE,24
28 Feb,228,2017,2017-02-28,UCAYALI,4
28 Feb,228,2017,2017-02-28,APURIMAC,2
28 Feb,228,2017,2017-02-28,HUANCAVELICA,3
28 Feb,228,2018,2018-02-28,SAN MARTIN,7
28 Feb,228,2018,2018-02-28,MADRE DE DIOS,1
28 Feb,228,2018,2018-02-28,CAJAMARCA,13
28 Feb,228,2018,2018-02-28,UCAYALI,3
28 Feb,228,2018,2018-02-28,MOQUEGUA,1
28 Feb,228,2018,2018-02-28,LORETO,6
28 Feb,228,2018,2018-02-28,HUANCAVELICA,5
28 Feb,228,2018,2018-02-28,LAMBAYEQUE,11
