NFECHA,IDX,TheYear,TheDate,CANT,DEPARTAMENTO
17 Nov,1117,2019,2019-11-17,1,EXTRANJERO
17 Nov,1117,2019,2019-11-17,5,HUANCAVELICA
17 Nov,1117,2019,2019-11-17,13,HUANUCO
17 Nov,1117,2019,2019-11-17,14,ICA
17 Nov,1117,2019,2019-11-17,22,JUNIN
17 Nov,1117,2019,2019-11-17,26,LA LIBERTAD
17 Nov,1117,2019,2019-11-17,1,LAMBAYEQUE
17 Nov,1117,2019,2019-11-17,89,LIMA
17 Nov,1117,2019,2019-11-17,4,LORETO
17 Nov,1117,2019,2019-11-17,3,MADRE DE DIOS
17 Nov,1117,2019,2019-11-17,1,MOQUEGUA
17 Nov,1117,2019,2019-11-17,6,PASCO
17 Nov,1117,2019,2019-11-17,14,PIURA
17 Nov,1117,2019,2019-11-17,8,PUNO
17 Nov,1117,2019,2019-11-17,9,SAN MARTIN
17 Nov,1117,2019,2019-11-17,0,SIN REGISTRO
17 Nov,1117,2019,2019-11-17,3,TACNA
17 Nov,1117,2019,2019-11-17,1,TUMBES
17 Nov,1117,2019,2019-11-17,4,UCAYALI
18 Nov,1118,2019,2019-11-18,2,AMAZONAS
18 Nov,1118,2019,2019-11-18,22,ANCASH
18 Nov,1118,2019,2019-11-18,6,APURIMAC
18 Nov,1118,2019,2019-11-18,18,AREQUIPA
18 Nov,1118,2019,2019-11-18,8,AYACUCHO
18 Nov,1118,2019,2019-11-18,10,CAJAMARCA
18 Nov,1118,2019,2019-11-18,8,CALLAO
18 Nov,1118,2019,2019-11-18,23,CUSCO
18 Nov,1118,2019,2019-11-18,1,EXTRANJERO
18 Nov,1118,2019,2019-11-18,4,HUANCAVELICA
18 Nov,1118,2019,2019-11-18,7,HUANUCO
18 Nov,1118,2019,2019-11-18,8,ICA
18 Nov,1118,2019,2019-11-18,13,JUNIN
18 Nov,1118,2019,2019-11-18,21,LA LIBERTAD
18 Nov,1118,2019,2019-11-18,0,LAMBAYEQUE
18 Nov,1118,2019,2019-11-18,102,LIMA
18 Nov,1118,2019,2019-11-18,3,LORETO
18 Nov,1118,2019,2019-11-18,3,MADRE DE DIOS
18 Nov,1118,2019,2019-11-18,0,MOQUEGUA
18 Nov,1118,2019,2019-11-18,1,PASCO
18 Nov,1118,2019,2019-11-18,14,PIURA
18 Nov,1118,2019,2019-11-18,8,PUNO
18 Nov,1118,2019,2019-11-18,6,SAN MARTIN
18 Nov,1118,2019,2019-11-18,1,SIN REGISTRO
18 Nov,1118,2019,2019-11-18,2,TACNA
18 Nov,1118,2019,2019-11-18,2,TUMBES
18 Nov,1118,2019,2019-11-18,5,UCAYALI
19 Nov,1119,2019,2019-11-19,0,AMAZONAS
19 Nov,1119,2019,2019-11-19,16,ANCASH
19 Nov,1119,2019,2019-11-19,4,APURIMAC
19 Nov,1119,2019,2019-11-19,21,AREQUIPA
19 Nov,1119,2019,2019-11-19,7,AYACUCHO
19 Nov,1119,2019,2019-11-19,13,CAJAMARCA
19 Nov,1119,2019,2019-11-19,12,CALLAO
19 Nov,1119,2019,2019-11-19,17,CUSCO
19 Nov,1119,2019,2019-11-19,0,EXTRANJERO
19 Nov,1119,2019,2019-11-19,4,HUANCAVELICA
19 Nov,1119,2019,2019-11-19,9,HUANUCO
19 Nov,1119,2019,2019-11-19,13,ICA
19 Nov,1119,2019,2019-11-19,18,JUNIN
19 Nov,1119,2019,2019-11-19,15,LA LIBERTAD
19 Nov,1119,2019,2019-11-19,2,LAMBAYEQUE
19 Nov,1119,2019,2019-11-19,114,LIMA
19 Nov,1119,2019,2019-11-19,4,LORETO
19 Nov,1119,2019,2019-11-19,3,MADRE DE DIOS
19 Nov,1119,2019,2019-11-19,3,MOQUEGUA
19 Nov,1119,2019,2019-11-19,2,PASCO
19 Nov,1119,2019,2019-11-19,18,PIURA
19 Nov,1119,2019,2019-11-19,15,PUNO
19 Nov,1119,2019,2019-11-19,7,SAN MARTIN
19 Nov,1119,2019,2019-11-19,1,SIN REGISTRO
19 Nov,1119,2019,2019-11-19,3,TACNA
19 Nov,1119,2019,2019-11-19,2,TUMBES
19 Nov,1119,2019,2019-11-19,6,UCAYALI
20 Nov,1120,2019,2019-11-20,1,AMAZONAS
20 Nov,1120,2019,2019-11-20,21,ANCASH
20 Nov,1120,2019,2019-11-20,8,APURIMAC
20 Nov,1120,2019,2019-11-20,19,AREQUIPA
20 Nov,1120,2019,2019-11-20,9,AYACUCHO
20 Nov,1120,2019,2019-11-20,7,CAJAMARCA
20 Nov,1120,2019,2019-11-20,15,CALLAO
20 Nov,1120,2019,2019-11-20,21,CUSCO
20 Nov,1120,2019,2019-11-20,1,EXTRANJERO
20 Nov,1120,2019,2019-11-20,6,HUANCAVELICA
20 Nov,1120,2019,2019-11-20,9,HUANUCO
20 Nov,1120,2019,2019-11-20,11,ICA
20 Nov,1120,2019,2019-11-20,18,JUNIN
20 Nov,1120,2019,2019-11-20,12,LA LIBERTAD
20 Nov,1120,2019,2019-11-20,3,LAMBAYEQUE
20 Nov,1120,2019,2019-11-20,121,LIMA
20 Nov,1120,2019,2019-11-20,6,LORETO
20 Nov,1120,2019,2019-11-20,4,MADRE DE DIOS
20 Nov,1120,2019,2019-11-20,3,MOQUEGUA
20 Nov,1120,2019,2019-11-20,3,PASCO
20 Nov,1120,2019,2019-11-20,13,PIURA
20 Nov,1120,2019,2019-11-20,21,PUNO
20 Nov,1120,2019,2019-11-20,10,SAN MARTIN
20 Nov,1120,2019,2019-11-20,0,SIN REGISTRO
20 Nov,1120,2019,2019-11-20,5,TACNA
20 Nov,1120,2019,2019-11-20,2,TUMBES
20 Nov,1120,2019,2019-11-20,8,UCAYALI
21 Nov,1121,2019,2019-11-21,5,AMAZONAS
21 Nov,1121,2019,2019-11-21,15,ANCASH
21 Nov,1121,2019,2019-11-21,8,APURIMAC
21 Nov,1121,2019,2019-11-21,14,AREQUIPA
21 Nov,1121,2019,2019-11-21,5,AYACUCHO
21 Nov,1121,2019,2019-11-21,7,CAJAMARCA
21 Nov,1121,2019,2019-11-21,15,CALLAO
21 Nov,1121,2019,2019-11-21,17,CUSCO
21 Nov,1121,2019,2019-11-21,0,EXTRANJERO
21 Nov,1121,2019,2019-11-21,8,HUANCAVELICA
21 Nov,1121,2019,2019-11-21,11,HUANUCO
21 Nov,1121,2019,2019-11-21,15,ICA
21 Nov,1121,2019,2019-11-21,13,JUNIN
21 Nov,1121,2019,2019-11-21,23,LA LIBERTAD
21 Nov,1121,2019,2019-11-21,3,LAMBAYEQUE
21 Nov,1121,2019,2019-11-21,73,LIMA
21 Nov,1121,2019,2019-11-21,4,LORETO
21 Nov,1121,2019,2019-11-21,1,MADRE DE DIOS
21 Nov,1121,2019,2019-11-21,5,MOQUEGUA
21 Nov,1121,2019,2019-11-21,0,PASCO
21 Nov,1121,2019,2019-11-21,11,PIURA
21 Nov,1121,2019,2019-11-21,22,PUNO
21 Nov,1121,2019,2019-11-21,4,SAN MARTIN
21 Nov,1121,2019,2019-11-21,0,SIN REGISTRO
21 Nov,1121,2019,2019-11-21,3,TACNA
21 Nov,1121,2019,2019-11-21,2,TUMBES
21 Nov,1121,2019,2019-11-21,7,UCAYALI
22 Nov,1122,2019,2019-11-22,1,AMAZONAS
22 Nov,1122,2019,2019-11-22,16,ANCASH
22 Nov,1122,2019,2019-11-22,13,APURIMAC
22 Nov,1122,2019,2019-11-22,18,AREQUIPA
22 Nov,1122,2019,2019-11-22,4,AYACUCHO
22 Nov,1122,2019,2019-11-22,10,CAJAMARCA
22 Nov,1122,2019,2019-11-22,15,CALLAO
22 Nov,1122,2019,2019-11-22,14,CUSCO
22 Nov,1122,2019,2019-11-22,2,EXTRANJERO
22 Nov,1122,2019,2019-11-22,5,HUANCAVELICA
22 Nov,1122,2019,2019-11-22,14,HUANUCO
22 Nov,1122,2019,2019-11-22,12,ICA
22 Nov,1122,2019,2019-11-22,16,JUNIN
22 Nov,1122,2019,2019-11-22,26,LA LIBERTAD
22 Nov,1122,2019,2019-11-22,4,LAMBAYEQUE
22 Nov,1122,2019,2019-11-22,96,LIMA
22 Nov,1122,2019,2019-11-22,3,LORETO
22 Nov,1122,2019,2019-11-22,4,MADRE DE DIOS
22 Nov,1122,2019,2019-11-22,3,MOQUEGUA
22 Nov,1122,2019,2019-11-22,4,PASCO
22 Nov,1122,2019,2019-11-22,15,PIURA
22 Nov,1122,2019,2019-11-22,15,PUNO
22 Nov,1122,2019,2019-11-22,9,SAN MARTIN
22 Nov,1122,2019,2019-11-22,1,SIN REGISTRO
22 Nov,1122,2019,2019-11-22,2,TACNA
22 Nov,1122,2019,2019-11-22,4,TUMBES
22 Nov,1122,2019,2019-11-22,6,UCAYALI
23 Nov,1123,2019,2019-11-23,0,AMAZONAS
23 Nov,1123,2019,2019-11-23,21,ANCASH
23 Nov,1123,2019,2019-11-23,4,APURIMAC
23 Nov,1123,2019,2019-11-23,13,AREQUIPA
23 Nov,1123,2019,2019-11-23,5,AYACUCHO
23 Nov,1123,2019,2019-11-23,5,CAJAMARCA
23 Nov,1123,2019,2019-11-23,10,CALLAO
23 Nov,1123,2019,2019-11-23,14,CUSCO
23 Nov,1123,2019,2019-11-23,1,EXTRANJERO
23 Nov,1123,2019,2019-11-23,5,HUANCAVELICA
23 Nov,1123,2019,2019-11-23,5,HUANUCO
23 Nov,1123,2019,2019-11-23,11,ICA
23 Nov,1123,2019,2019-11-23,18,JUNIN
23 Nov,1123,2019,2019-11-23,25,LA LIBERTAD
23 Nov,1123,2019,2019-11-23,1,LAMBAYEQUE
23 Nov,1123,2019,2019-11-23,93,LIMA
23 Nov,1123,2019,2019-11-23,4,LORETO
23 Nov,1123,2019,2019-11-23,1,MADRE DE DIOS
23 Nov,1123,2019,2019-11-23,4,MOQUEGUA
23 Nov,1123,2019,2019-11-23,2,PASCO
23 Nov,1123,2019,2019-11-23,18,PIURA
23 Nov,1123,2019,2019-11-23,8,PUNO
23 Nov,1123,2019,2019-11-23,9,SAN MARTIN
23 Nov,1123,2019,2019-11-23,0,SIN REGISTRO
23 Nov,1123,2019,2019-11-23,2,TACNA
23 Nov,1123,2019,2019-11-23,1,TUMBES
23 Nov,1123,2019,2019-11-23,0,UCAYALI
24 Nov,1124,2019,2019-11-24,6,AMAZONAS
24 Nov,1124,2019,2019-11-24,17,ANCASH
24 Nov,1124,2019,2019-11-24,2,APURIMAC
24 Nov,1124,2019,2019-11-24,25,AREQUIPA
24 Nov,1124,2019,2019-11-24,3,AYACUCHO
24 Nov,1124,2019,2019-11-24,10,CAJAMARCA
24 Nov,1124,2019,2019-11-24,18,CALLAO
24 Nov,1124,2019,2019-11-24,16,CUSCO
24 Nov,1124,2019,2019-11-24,0,EXTRANJERO
24 Nov,1124,2019,2019-11-24,5,HUANCAVELICA
24 Nov,1124,2019,2019-11-24,9,HUANUCO
24 Nov,1124,2019,2019-11-24,11,ICA
24 Nov,1124,2019,2019-11-24,20,JUNIN
24 Nov,1124,2019,2019-11-24,21,LA LIBERTAD
24 Nov,1124,2019,2019-11-24,3,LAMBAYEQUE
24 Nov,1124,2019,2019-11-24,85,LIMA
24 Nov,1124,2019,2019-11-24,5,LORETO
24 Nov,1124,2019,2019-11-24,2,MADRE DE DIOS
24 Nov,1124,2019,2019-11-24,1,MOQUEGUA
24 Nov,1124,2019,2019-11-24,2,PASCO
24 Nov,1124,2019,2019-11-24,22,PIURA
24 Nov,1124,2019,2019-11-24,14,PUNO
24 Nov,1124,2019,2019-11-24,5,SAN MARTIN
24 Nov,1124,2019,2019-11-24,0,SIN REGISTRO
24 Nov,1124,2019,2019-11-24,3,TACNA
24 Nov,1124,2019,2019-11-24,1,TUMBES
24 Nov,1124,2019,2019-11-24,5,UCAYALI
25 Nov,1125,2019,2019-11-25,0,AMAZONAS
25 Nov,1125,2019,2019-11-25,11,ANCASH
25 Nov,1125,2019,2019-11-25,5,APURIMAC
25 Nov,1125,2019,2019-11-25,18,AREQUIPA
25 Nov,1125,2019,2019-11-25,12,AYACUCHO
25 Nov,1125,2019,2019-11-25,10,CAJAMARCA
25 Nov,1125,2019,2019-11-25,10,CALLAO
25 Nov,1125,2019,2019-11-25,16,CUSCO
25 Nov,1125,2019,2019-11-25,1,EXTRANJERO
25 Nov,1125,2019,2019-11-25,3,HUANCAVELICA
25 Nov,1125,2019,2019-11-25,6,HUANUCO
25 Nov,1125,2019,2019-11-25,10,ICA
25 Nov,1125,2019,2019-11-25,14,JUNIN
25 Nov,1125,2019,2019-11-25,18,LA LIBERTAD
25 Nov,1125,2019,2019-11-25,2,LAMBAYEQUE
25 Nov,1125,2019,2019-11-25,93,LIMA
25 Nov,1125,2019,2019-11-25,9,LORETO
25 Nov,1125,2019,2019-11-25,2,MADRE DE DIOS
25 Nov,1125,2019,2019-11-25,3,MOQUEGUA
25 Nov,1125,2019,2019-11-25,1,PASCO
25 Nov,1125,2019,2019-11-25,15,PIURA
25 Nov,1125,2019,2019-11-25,12,PUNO
25 Nov,1125,2019,2019-11-25,11,SAN MARTIN
25 Nov,1125,2019,2019-11-25,0,SIN REGISTRO
25 Nov,1125,2019,2019-11-25,3,TACNA
25 Nov,1125,2019,2019-11-25,3,TUMBES
25 Nov,1125,2019,2019-11-25,3,UCAYALI
26 Nov,1126,2019,2019-11-26,4,AMAZONAS
26 Nov,1126,2019,2019-11-26,9,ANCASH
26 Nov,1126,2019,2019-11-26,8,APURIMAC
26 Nov,1126,2019,2019-11-26,15,AREQUIPA
26 Nov,1126,2019,2019-11-26,4,AYACUCHO
26 Nov,1126,2019,2019-11-26,7,CAJAMARCA
26 Nov,1126,2019,2019-11-26,8,CALLAO
26 Nov,1126,2019,2019-11-26,21,CUSCO
26 Nov,1126,2019,2019-11-26,1,EXTRANJERO
26 Nov,1126,2019,2019-11-26,3,HUANCAVELICA
26 Nov,1126,2019,2019-11-26,2,HUANUCO
26 Nov,1126,2019,2019-11-26,13,ICA
26 Nov,1126,2019,2019-11-26,20,JUNIN
26 Nov,1126,2019,2019-11-26,22,LA LIBERTAD
26 Nov,1126,2019,2019-11-26,4,LAMBAYEQUE
26 Nov,1126,2019,2019-11-26,96,LIMA
26 Nov,1126,2019,2019-11-26,8,LORETO
26 Nov,1126,2019,2019-11-26,2,MADRE DE DIOS
26 Nov,1126,2019,2019-11-26,2,MOQUEGUA
26 Nov,1126,2019,2019-11-26,0,PASCO
26 Nov,1126,2019,2019-11-26,14,PIURA
26 Nov,1126,2019,2019-11-26,10,PUNO
26 Nov,1126,2019,2019-11-26,9,SAN MARTIN
26 Nov,1126,2019,2019-11-26,0,SIN REGISTRO
26 Nov,1126,2019,2019-11-26,5,TACNA
26 Nov,1126,2019,2019-11-26,0,TUMBES
26 Nov,1126,2019,2019-11-26,4,UCAYALI
27 Nov,1127,2019,2019-11-27,2,AMAZONAS
27 Nov,1127,2019,2019-11-27,11,ANCASH
27 Nov,1127,2019,2019-11-27,9,APURIMAC
27 Nov,1127,2019,2019-11-27,22,AREQUIPA
27 Nov,1127,2019,2019-11-27,5,AYACUCHO
27 Nov,1127,2019,2019-11-27,3,CAJAMARCA
27 Nov,1127,2019,2019-11-27,6,CALLAO
27 Nov,1127,2019,2019-11-27,19,CUSCO
27 Nov,1127,2019,2019-11-27,1,EXTRANJERO
27 Nov,1127,2019,2019-11-27,7,HUANCAVELICA
27 Nov,1127,2019,2019-11-27,5,HUANUCO
27 Nov,1127,2019,2019-11-27,10,ICA
27 Nov,1127,2019,2019-11-27,20,JUNIN
27 Nov,1127,2019,2019-11-27,25,LA LIBERTAD
27 Nov,1127,2019,2019-11-27,3,LAMBAYEQUE
27 Nov,1127,2019,2019-11-27,104,LIMA
27 Nov,1127,2019,2019-11-27,8,LORETO
27 Nov,1127,2019,2019-11-27,1,MADRE DE DIOS
27 Nov,1127,2019,2019-11-27,4,MOQUEGUA
27 Nov,1127,2019,2019-11-27,0,PASCO
27 Nov,1127,2019,2019-11-27,14,PIURA
27 Nov,1127,2019,2019-11-27,23,PUNO
27 Nov,1127,2019,2019-11-27,11,SAN MARTIN
27 Nov,1127,2019,2019-11-27,0,SIN REGISTRO
27 Nov,1127,2019,2019-11-27,2,TACNA
27 Nov,1127,2019,2019-11-27,4,TUMBES
27 Nov,1127,2019,2019-11-27,8,UCAYALI
28 Nov,1128,2019,2019-11-28,4,AMAZONAS
28 Nov,1128,2019,2019-11-28,15,ANCASH
28 Nov,1128,2019,2019-11-28,12,APURIMAC
28 Nov,1128,2019,2019-11-28,16,AREQUIPA
28 Nov,1128,2019,2019-11-28,6,AYACUCHO
28 Nov,1128,2019,2019-11-28,8,CAJAMARCA
28 Nov,1128,2019,2019-11-28,11,CALLAO
28 Nov,1128,2019,2019-11-28,20,CUSCO
28 Nov,1128,2019,2019-11-28,0,EXTRANJERO
28 Nov,1128,2019,2019-11-28,5,HUANCAVELICA
28 Nov,1128,2019,2019-11-28,5,HUANUCO
28 Nov,1128,2019,2019-11-28,16,ICA
28 Nov,1128,2019,2019-11-28,15,JUNIN
28 Nov,1128,2019,2019-11-28,16,LA LIBERTAD
28 Nov,1128,2019,2019-11-28,1,LAMBAYEQUE
28 Nov,1128,2019,2019-11-28,91,LIMA
28 Nov,1128,2019,2019-11-28,13,LORETO
28 Nov,1128,2019,2019-11-28,4,MADRE DE DIOS
28 Nov,1128,2019,2019-11-28,2,MOQUEGUA
28 Nov,1128,2019,2019-11-28,3,PASCO
28 Nov,1128,2019,2019-11-28,18,PIURA
28 Nov,1128,2019,2019-11-28,13,PUNO
28 Nov,1128,2019,2019-11-28,5,SAN MARTIN
28 Nov,1128,2019,2019-11-28,0,SIN REGISTRO
28 Nov,1128,2019,2019-11-28,4,TACNA
28 Nov,1128,2019,2019-11-28,3,TUMBES
28 Nov,1128,2019,2019-11-28,9,UCAYALI
29 Nov,1129,2019,2019-11-29,1,AMAZONAS
29 Nov,1129,2019,2019-11-29,19,ANCASH
29 Nov,1129,2019,2019-11-29,5,APURIMAC
29 Nov,1129,2019,2019-11-29,17,AREQUIPA
29 Nov,1129,2019,2019-11-29,6,AYACUCHO
29 Nov,1129,2019,2019-11-29,3,CAJAMARCA
29 Nov,1129,2019,2019-11-29,14,CALLAO
29 Nov,1129,2019,2019-11-29,10,CUSCO
29 Nov,1129,2019,2019-11-29,0,EXTRANJERO
29 Nov,1129,2019,2019-11-29,2,HUANCAVELICA
29 Nov,1129,2019,2019-11-29,7,HUANUCO
29 Nov,1129,2019,2019-11-29,5,ICA
29 Nov,1129,2019,2019-11-29,24,JUNIN
29 Nov,1129,2019,2019-11-29,23,LA LIBERTAD
29 Nov,1129,2019,2019-11-29,2,LAMBAYEQUE
29 Nov,1129,2019,2019-11-29,110,LIMA
29 Nov,1129,2019,2019-11-29,8,LORETO
29 Nov,1129,2019,2019-11-29,2,MADRE DE DIOS
29 Nov,1129,2019,2019-11-29,3,MOQUEGUA
29 Nov,1129,2019,2019-11-29,2,PASCO
29 Nov,1129,2019,2019-11-29,10,PIURA
29 Nov,1129,2019,2019-11-29,22,PUNO
29 Nov,1129,2019,2019-11-29,11,SAN MARTIN
29 Nov,1129,2019,2019-11-29,1,SIN REGISTRO
29 Nov,1129,2019,2019-11-29,7,TACNA
29 Nov,1129,2019,2019-11-29,3,TUMBES
29 Nov,1129,2019,2019-11-29,3,UCAYALI
30 Nov,1130,2019,2019-11-30,5,AMAZONAS
30 Nov,1130,2019,2019-11-30,22,ANCASH
30 Nov,1130,2019,2019-11-30,4,APURIMAC
30 Nov,1130,2019,2019-11-30,15,AREQUIPA
30 Nov,1130,2019,2019-11-30,3,AYACUCHO
30 Nov,1130,2019,2019-11-30,8,CAJAMARCA
30 Nov,1130,2019,2019-11-30,7,CALLAO
30 Nov,1130,2019,2019-11-30,22,CUSCO
30 Nov,1130,2019,2019-11-30,1,EXTRANJERO
30 Nov,1130,2019,2019-11-30,5,HUANCAVELICA
30 Nov,1130,2019,2019-11-30,11,HUANUCO
30 Nov,1130,2019,2019-11-30,13,ICA
30 Nov,1130,2019,2019-11-30,20,JUNIN
30 Nov,1130,2019,2019-11-30,28,LA LIBERTAD
30 Nov,1130,2019,2019-11-30,1,LAMBAYEQUE
30 Nov,1130,2019,2019-11-30,102,LIMA
30 Nov,1130,2019,2019-11-30,5,LORETO
30 Nov,1130,2019,2019-11-30,1,MADRE DE DIOS
30 Nov,1130,2019,2019-11-30,3,MOQUEGUA
30 Nov,1130,2019,2019-11-30,3,PASCO
30 Nov,1130,2019,2019-11-30,14,PIURA
30 Nov,1130,2019,2019-11-30,11,PUNO
30 Nov,1130,2019,2019-11-30,4,SAN MARTIN
30 Nov,1130,2019,2019-11-30,0,SIN REGISTRO
30 Nov,1130,2019,2019-11-30,3,TACNA
30 Nov,1130,2019,2019-11-30,3,TUMBES
30 Nov,1130,2019,2019-11-30,7,UCAYALI
01 Dic,1201,2019,2019-12-01,2,AMAZONAS
01 Dic,1201,2019,2019-12-01,14,ANCASH
01 Dic,1201,2019,2019-12-01,8,APURIMAC
01 Dic,1201,2019,2019-12-01,20,AREQUIPA
01 Dic,1201,2019,2019-12-01,6,AYACUCHO
01 Dic,1201,2019,2019-12-01,10,CAJAMARCA
01 Dic,1201,2019,2019-12-01,11,CALLAO
01 Dic,1201,2019,2019-12-01,15,CUSCO
01 Dic,1201,2019,2019-12-01,1,EXTRANJERO
01 Dic,1201,2019,2019-12-01,6,HUANCAVELICA
01 Dic,1201,2019,2019-12-01,8,HUANUCO
01 Dic,1201,2019,2019-12-01,15,ICA
01 Dic,1201,2019,2019-12-01,25,JUNIN
01 Dic,1201,2019,2019-12-01,26,LA LIBERTAD
01 Dic,1201,2019,2019-12-01,3,LAMBAYEQUE
01 Dic,1201,2019,2019-12-01,97,LIMA
01 Dic,1201,2019,2019-12-01,6,LORETO
01 Dic,1201,2019,2019-12-01,1,MADRE DE DIOS
01 Dic,1201,2019,2019-12-01,1,MOQUEGUA
01 Dic,1201,2019,2019-12-01,2,PASCO
01 Dic,1201,2019,2019-12-01,25,PIURA
01 Dic,1201,2019,2019-12-01,15,PUNO
01 Dic,1201,2019,2019-12-01,4,SAN MARTIN
01 Dic,1201,2019,2019-12-01,1,SIN REGISTRO
01 Dic,1201,2019,2019-12-01,5,TACNA
01 Dic,1201,2019,2019-12-01,2,TUMBES
01 Dic,1201,2019,2019-12-01,3,UCAYALI
02 Dic,1202,2019,2019-12-02,3,AMAZONAS
02 Dic,1202,2019,2019-12-02,17,ANCASH
02 Dic,1202,2019,2019-12-02,3,APURIMAC
02 Dic,1202,2019,2019-12-02,28,AREQUIPA
02 Dic,1202,2019,2019-12-02,3,AYACUCHO
02 Dic,1202,2019,2019-12-02,5,CAJAMARCA
02 Dic,1202,2019,2019-12-02,8,CALLAO
02 Dic,1202,2019,2019-12-02,17,CUSCO
02 Dic,1202,2019,2019-12-02,0,EXTRANJERO
02 Dic,1202,2019,2019-12-02,6,HUANCAVELICA
02 Dic,1202,2019,2019-12-02,11,HUANUCO
02 Dic,1202,2019,2019-12-02,7,ICA
02 Dic,1202,2019,2019-12-02,21,JUNIN
02 Dic,1202,2019,2019-12-02,21,LA LIBERTAD
02 Dic,1202,2019,2019-12-02,0,LAMBAYEQUE
02 Dic,1202,2019,2019-12-02,102,LIMA
02 Dic,1202,2019,2019-12-02,3,LORETO
02 Dic,1202,2019,2019-12-02,3,MADRE DE DIOS
02 Dic,1202,2019,2019-12-02,3,MOQUEGUA
02 Dic,1202,2019,2019-12-02,3,PASCO
02 Dic,1202,2019,2019-12-02,17,PIURA
02 Dic,1202,2019,2019-12-02,10,PUNO
02 Dic,1202,2019,2019-12-02,11,SAN MARTIN
02 Dic,1202,2019,2019-12-02,1,SIN REGISTRO
02 Dic,1202,2019,2019-12-02,9,TACNA
02 Dic,1202,2019,2019-12-02,3,TUMBES
02 Dic,1202,2019,2019-12-02,4,UCAYALI
03 Dic,1203,2019,2019-12-03,3,AMAZONAS
03 Dic,1203,2019,2019-12-03,19,ANCASH
03 Dic,1203,2019,2019-12-03,5,APURIMAC
03 Dic,1203,2019,2019-12-03,15,AREQUIPA
03 Dic,1203,2019,2019-12-03,5,AYACUCHO
03 Dic,1203,2019,2019-12-03,9,CAJAMARCA
03 Dic,1203,2019,2019-12-03,15,CALLAO
03 Dic,1203,2019,2019-12-03,20,CUSCO
03 Dic,1203,2019,2019-12-03,0,EXTRANJERO
03 Dic,1203,2019,2019-12-03,4,HUANCAVELICA
03 Dic,1203,2019,2019-12-03,6,HUANUCO
03 Dic,1203,2019,2019-12-03,14,ICA
03 Dic,1203,2019,2019-12-03,20,JUNIN
03 Dic,1203,2019,2019-12-03,19,LA LIBERTAD
03 Dic,1203,2019,2019-12-03,2,LAMBAYEQUE
03 Dic,1203,2019,2019-12-03,105,LIMA
03 Dic,1203,2019,2019-12-03,5,LORETO
03 Dic,1203,2019,2019-12-03,1,MADRE DE DIOS
03 Dic,1203,2019,2019-12-03,1,MOQUEGUA
03 Dic,1203,2019,2019-12-03,1,PASCO
03 Dic,1203,2019,2019-12-03,18,PIURA
03 Dic,1203,2019,2019-12-03,14,PUNO
03 Dic,1203,2019,2019-12-03,7,SAN MARTIN
03 Dic,1203,2019,2019-12-03,0,SIN REGISTRO
03 Dic,1203,2019,2019-12-03,6,TACNA
03 Dic,1203,2019,2019-12-03,2,TUMBES
03 Dic,1203,2019,2019-12-03,9,UCAYALI
04 Dic,1204,2019,2019-12-04,2,AMAZONAS
04 Dic,1204,2019,2019-12-04,16,ANCASH
04 Dic,1204,2019,2019-12-04,0,APURIMAC
04 Dic,1204,2019,2019-12-04,20,AREQUIPA
04 Dic,1204,2019,2019-12-04,5,AYACUCHO
04 Dic,1204,2019,2019-12-04,13,CAJAMARCA
04 Dic,1204,2019,2019-12-04,13,CALLAO
04 Dic,1204,2019,2019-12-04,14,CUSCO
04 Dic,1204,2019,2019-12-04,2,EXTRANJERO
04 Dic,1204,2019,2019-12-04,4,HUANCAVELICA
04 Dic,1204,2019,2019-12-04,6,HUANUCO
04 Dic,1204,2019,2019-12-04,7,ICA
04 Dic,1204,2019,2019-12-04,14,JUNIN
04 Dic,1204,2019,2019-12-04,34,LA LIBERTAD
04 Dic,1204,2019,2019-12-04,1,LAMBAYEQUE
04 Dic,1204,2019,2019-12-04,103,LIMA
04 Dic,1204,2019,2019-12-04,2,LORETO
04 Dic,1204,2019,2019-12-04,0,MADRE DE DIOS
04 Dic,1204,2019,2019-12-04,2,MOQUEGUA
04 Dic,1204,2019,2019-12-04,3,PASCO
04 Dic,1204,2019,2019-12-04,18,PIURA
04 Dic,1204,2019,2019-12-04,13,PUNO
04 Dic,1204,2019,2019-12-04,7,SAN MARTIN
04 Dic,1204,2019,2019-12-04,0,SIN REGISTRO
04 Dic,1204,2019,2019-12-04,2,TACNA
04 Dic,1204,2019,2019-12-04,5,TUMBES
04 Dic,1204,2019,2019-12-04,6,UCAYALI
05 Dic,1205,2019,2019-12-05,2,AMAZONAS
05 Dic,1205,2019,2019-12-05,17,ANCASH
05 Dic,1205,2019,2019-12-05,6,APURIMAC
05 Dic,1205,2019,2019-12-05,10,AREQUIPA
05 Dic,1205,2019,2019-12-05,7,AYACUCHO
05 Dic,1205,2019,2019-12-05,7,CAJAMARCA
05 Dic,1205,2019,2019-12-05,16,CALLAO
05 Dic,1205,2019,2019-12-05,21,CUSCO
05 Dic,1205,2019,2019-12-05,0,EXTRANJERO
05 Dic,1205,2019,2019-12-05,7,HUANCAVELICA
05 Dic,1205,2019,2019-12-05,7,HUANUCO
05 Dic,1205,2019,2019-12-05,12,ICA
05 Dic,1205,2019,2019-12-05,13,JUNIN
05 Dic,1205,2019,2019-12-05,21,LA LIBERTAD
05 Dic,1205,2019,2019-12-05,2,LAMBAYEQUE
