NFECHA,IDX,TheYear,TheDate,CANT,DEPARTAMENTO
19 Ene,119,2017,2017-01-19,12,PUNO
19 Ene,119,2017,2017-01-19,4,SAN MARTIN
19 Ene,119,2017,2017-01-19,1,SIN REGISTRO
19 Ene,119,2017,2017-01-19,3,TACNA
19 Ene,119,2017,2017-01-19,4,TUMBES
19 Ene,119,2017,2017-01-19,4,UCAYALI
20 Ene,120,2017,2017-01-20,1,AMAZONAS
20 Ene,120,2017,2017-01-20,12,ANCASH
20 Ene,120,2017,2017-01-20,2,APURIMAC
20 Ene,120,2017,2017-01-20,11,AREQUIPA
20 Ene,120,2017,2017-01-20,3,AYACUCHO
20 Ene,120,2017,2017-01-20,11,CAJAMARCA
20 Ene,120,2017,2017-01-20,10,CALLAO
20 Ene,120,2017,2017-01-20,8,CUSCO
20 Ene,120,2017,2017-01-20,0,EXTRANJERO
20 Ene,120,2017,2017-01-20,2,HUANCAVELICA
20 Ene,120,2017,2017-01-20,8,HUANUCO
20 Ene,120,2017,2017-01-20,8,ICA
20 Ene,120,2017,2017-01-20,15,JUNIN
20 Ene,120,2017,2017-01-20,26,LA LIBERTAD
20 Ene,120,2017,2017-01-20,20,LAMBAYEQUE
20 Ene,120,2017,2017-01-20,71,LIMA
20 Ene,120,2017,2017-01-20,6,LORETO
20 Ene,120,2017,2017-01-20,2,MADRE DE DIOS
20 Ene,120,2017,2017-01-20,2,MOQUEGUA
20 Ene,120,2017,2017-01-20,4,PASCO
20 Ene,120,2017,2017-01-20,8,PIURA
20 Ene,120,2017,2017-01-20,7,PUNO
20 Ene,120,2017,2017-01-20,2,SAN MARTIN
20 Ene,120,2017,2017-01-20,0,SIN REGISTRO
20 Ene,120,2017,2017-01-20,1,TACNA
20 Ene,120,2017,2017-01-20,1,TUMBES
20 Ene,120,2017,2017-01-20,4,UCAYALI
21 Ene,121,2017,2017-01-21,1,AMAZONAS
21 Ene,121,2017,2017-01-21,7,ANCASH
21 Ene,121,2017,2017-01-21,6,APURIMAC
21 Ene,121,2017,2017-01-21,15,AREQUIPA
21 Ene,121,2017,2017-01-21,1,AYACUCHO
21 Ene,121,2017,2017-01-21,11,CAJAMARCA
21 Ene,121,2017,2017-01-21,8,CALLAO
21 Ene,121,2017,2017-01-21,4,CUSCO
21 Ene,121,2017,2017-01-21,2,EXTRANJERO
21 Ene,121,2017,2017-01-21,2,HUANCAVELICA
21 Ene,121,2017,2017-01-21,8,HUANUCO
21 Ene,121,2017,2017-01-21,12,ICA
21 Ene,121,2017,2017-01-21,8,JUNIN
21 Ene,121,2017,2017-01-21,28,LA LIBERTAD
21 Ene,121,2017,2017-01-21,19,LAMBAYEQUE
21 Ene,121,2017,2017-01-21,60,LIMA
21 Ene,121,2017,2017-01-21,8,LORETO
21 Ene,121,2017,2017-01-21,0,MADRE DE DIOS
21 Ene,121,2017,2017-01-21,0,MOQUEGUA
21 Ene,121,2017,2017-01-21,0,PASCO
21 Ene,121,2017,2017-01-21,12,PIURA
21 Ene,121,2017,2017-01-21,11,PUNO
21 Ene,121,2017,2017-01-21,4,SAN MARTIN
21 Ene,121,2017,2017-01-21,0,SIN REGISTRO
21 Ene,121,2017,2017-01-21,4,TACNA
21 Ene,121,2017,2017-01-21,1,TUMBES
21 Ene,121,2017,2017-01-21,3,UCAYALI
22 Ene,122,2017,2017-01-22,6,AMAZONAS
22 Ene,122,2017,2017-01-22,5,ANCASH
22 Ene,122,2017,2017-01-22,7,APURIMAC
22 Ene,122,2017,2017-01-22,14,AREQUIPA
22 Ene,122,2017,2017-01-22,0,AYACUCHO
22 Ene,122,2017,2017-01-22,13,CAJAMARCA
22 Ene,122,2017,2017-01-22,10,CALLAO
22 Ene,122,2017,2017-01-22,12,CUSCO
22 Ene,122,2017,2017-01-22,0,EXTRANJERO
22 Ene,122,2017,2017-01-22,9,HUANCAVELICA
22 Ene,122,2017,2017-01-22,7,HUANUCO
22 Ene,122,2017,2017-01-22,8,ICA
22 Ene,122,2017,2017-01-22,17,JUNIN
22 Ene,122,2017,2017-01-22,18,LA LIBERTAD
22 Ene,122,2017,2017-01-22,19,LAMBAYEQUE
22 Ene,122,2017,2017-01-22,71,LIMA
22 Ene,122,2017,2017-01-22,3,LORETO
22 Ene,122,2017,2017-01-22,1,MADRE DE DIOS
22 Ene,122,2017,2017-01-22,3,MOQUEGUA
22 Ene,122,2017,2017-01-22,1,PASCO
22 Ene,122,2017,2017-01-22,8,PIURA
22 Ene,122,2017,2017-01-22,12,PUNO
22 Ene,122,2017,2017-01-22,5,SAN MARTIN
22 Ene,122,2017,2017-01-22,1,SIN REGISTRO
22 Ene,122,2017,2017-01-22,1,TACNA
22 Ene,122,2017,2017-01-22,3,TUMBES
22 Ene,122,2017,2017-01-22,5,UCAYALI
23 Ene,123,2017,2017-01-23,1,AMAZONAS
23 Ene,123,2017,2017-01-23,9,ANCASH
23 Ene,123,2017,2017-01-23,5,APURIMAC
23 Ene,123,2017,2017-01-23,17,AREQUIPA
23 Ene,123,2017,2017-01-23,0,AYACUCHO
23 Ene,123,2017,2017-01-23,10,CAJAMARCA
23 Ene,123,2017,2017-01-23,9,CALLAO
23 Ene,123,2017,2017-01-23,9,CUSCO
23 Ene,123,2017,2017-01-23,0,EXTRANJERO
23 Ene,123,2017,2017-01-23,7,HUANCAVELICA
23 Ene,123,2017,2017-01-23,10,HUANUCO
23 Ene,123,2017,2017-01-23,5,ICA
23 Ene,123,2017,2017-01-23,12,JUNIN
23 Ene,123,2017,2017-01-23,23,LA LIBERTAD
23 Ene,123,2017,2017-01-23,21,LAMBAYEQUE
23 Ene,123,2017,2017-01-23,66,LIMA
23 Ene,123,2017,2017-01-23,12,LORETO
23 Ene,123,2017,2017-01-23,4,MADRE DE DIOS
23 Ene,123,2017,2017-01-23,3,MOQUEGUA
23 Ene,123,2017,2017-01-23,2,PASCO
23 Ene,123,2017,2017-01-23,9,PIURA
23 Ene,123,2017,2017-01-23,12,PUNO
23 Ene,123,2017,2017-01-23,2,SAN MARTIN
23 Ene,123,2017,2017-01-23,0,SIN REGISTRO
23 Ene,123,2017,2017-01-23,1,TACNA
23 Ene,123,2017,2017-01-23,2,TUMBES
23 Ene,123,2017,2017-01-23,5,UCAYALI
24 Ene,124,2017,2017-01-24,4,AMAZONAS
24 Ene,124,2017,2017-01-24,10,ANCASH
24 Ene,124,2017,2017-01-24,4,APURIMAC
24 Ene,124,2017,2017-01-24,19,AREQUIPA
24 Ene,124,2017,2017-01-24,0,AYACUCHO
24 Ene,124,2017,2017-01-24,8,CAJAMARCA
24 Ene,124,2017,2017-01-24,8,CALLAO
24 Ene,124,2017,2017-01-24,9,CUSCO
24 Ene,124,2017,2017-01-24,2,EXTRANJERO
24 Ene,124,2017,2017-01-24,6,HUANCAVELICA
24 Ene,124,2017,2017-01-24,5,HUANUCO
24 Ene,124,2017,2017-01-24,7,ICA
24 Ene,124,2017,2017-01-24,7,JUNIN
24 Ene,124,2017,2017-01-24,37,LA LIBERTAD
24 Ene,124,2017,2017-01-24,19,LAMBAYEQUE
24 Ene,124,2017,2017-01-24,74,LIMA
24 Ene,124,2017,2017-01-24,3,LORETO
24 Ene,124,2017,2017-01-24,4,MADRE DE DIOS
24 Ene,124,2017,2017-01-24,1,MOQUEGUA
24 Ene,124,2017,2017-01-24,4,PASCO
24 Ene,124,2017,2017-01-24,8,PIURA
24 Ene,124,2017,2017-01-24,11,PUNO
24 Ene,124,2017,2017-01-24,5,SAN MARTIN
24 Ene,124,2017,2017-01-24,0,SIN REGISTRO
24 Ene,124,2017,2017-01-24,4,TACNA
24 Ene,124,2017,2017-01-24,2,TUMBES
24 Ene,124,2017,2017-01-24,6,UCAYALI
25 Ene,125,2017,2017-01-25,0,AMAZONAS
25 Ene,125,2017,2017-01-25,10,ANCASH
25 Ene,125,2017,2017-01-25,4,APURIMAC
25 Ene,125,2017,2017-01-25,19,AREQUIPA
25 Ene,125,2017,2017-01-25,0,AYACUCHO
25 Ene,125,2017,2017-01-25,5,CAJAMARCA
25 Ene,125,2017,2017-01-25,7,CALLAO
25 Ene,125,2017,2017-01-25,5,CUSCO
25 Ene,125,2017,2017-01-25,0,EXTRANJERO
25 Ene,125,2017,2017-01-25,7,HUANCAVELICA
25 Ene,125,2017,2017-01-25,4,HUANUCO
25 Ene,125,2017,2017-01-25,6,ICA
25 Ene,125,2017,2017-01-25,9,JUNIN
25 Ene,125,2017,2017-01-25,17,LA LIBERTAD
25 Ene,125,2017,2017-01-25,18,LAMBAYEQUE
25 Ene,125,2017,2017-01-25,64,LIMA
25 Ene,125,2017,2017-01-25,8,LORETO
25 Ene,125,2017,2017-01-25,0,MADRE DE DIOS
25 Ene,125,2017,2017-01-25,1,MOQUEGUA
25 Ene,125,2017,2017-01-25,1,PASCO
25 Ene,125,2017,2017-01-25,12,PIURA
25 Ene,125,2017,2017-01-25,9,PUNO
25 Ene,125,2017,2017-01-25,2,SAN MARTIN
25 Ene,125,2017,2017-01-25,0,SIN REGISTRO
25 Ene,125,2017,2017-01-25,1,TACNA
25 Ene,125,2017,2017-01-25,6,TUMBES
25 Ene,125,2017,2017-01-25,2,UCAYALI
26 Ene,126,2017,2017-01-26,1,AMAZONAS
26 Ene,126,2017,2017-01-26,9,ANCASH
26 Ene,126,2017,2017-01-26,5,APURIMAC
26 Ene,126,2017,2017-01-26,13,AREQUIPA
26 Ene,126,2017,2017-01-26,1,AYACUCHO
26 Ene,126,2017,2017-01-26,7,CAJAMARCA
26 Ene,126,2017,2017-01-26,17,CALLAO
26 Ene,126,2017,2017-01-26,10,CUSCO
26 Ene,126,2017,2017-01-26,0,EXTRANJERO
26 Ene,126,2017,2017-01-26,7,HUANCAVELICA
26 Ene,126,2017,2017-01-26,5,HUANUCO
26 Ene,126,2017,2017-01-26,12,ICA
26 Ene,126,2017,2017-01-26,14,JUNIN
26 Ene,126,2017,2017-01-26,23,LA LIBERTAD
26 Ene,126,2017,2017-01-26,21,LAMBAYEQUE
26 Ene,126,2017,2017-01-26,75,LIMA
26 Ene,126,2017,2017-01-26,9,LORETO
26 Ene,126,2017,2017-01-26,3,MADRE DE DIOS
26 Ene,126,2017,2017-01-26,1,MOQUEGUA
26 Ene,126,2017,2017-01-26,1,PASCO
26 Ene,126,2017,2017-01-26,7,PIURA
26 Ene,126,2017,2017-01-26,12,PUNO
26 Ene,126,2017,2017-01-26,3,SAN MARTIN
26 Ene,126,2017,2017-01-26,0,SIN REGISTRO
26 Ene,126,2017,2017-01-26,3,TACNA
26 Ene,126,2017,2017-01-26,1,TUMBES
26 Ene,126,2017,2017-01-26,2,UCAYALI
27 Ene,127,2017,2017-01-27,1,AMAZONAS
27 Ene,127,2017,2017-01-27,5,ANCASH
27 Ene,127,2017,2017-01-27,3,APURIMAC
27 Ene,127,2017,2017-01-27,18,AREQUIPA
27 Ene,127,2017,2017-01-27,2,AYACUCHO
27 Ene,127,2017,2017-01-27,13,CAJAMARCA
27 Ene,127,2017,2017-01-27,15,CALLAO
27 Ene,127,2017,2017-01-27,3,CUSCO
27 Ene,127,2017,2017-01-27,2,EXTRANJERO
27 Ene,127,2017,2017-01-27,5,HUANCAVELICA
27 Ene,127,2017,2017-01-27,12,HUANUCO
27 Ene,127,2017,2017-01-27,10,ICA
27 Ene,127,2017,2017-01-27,8,JUNIN
27 Ene,127,2017,2017-01-27,17,LA LIBERTAD
27 Ene,127,2017,2017-01-27,13,LAMBAYEQUE
27 Ene,127,2017,2017-01-27,71,LIMA
27 Ene,127,2017,2017-01-27,3,LORETO
27 Ene,127,2017,2017-01-27,2,MADRE DE DIOS
27 Ene,127,2017,2017-01-27,1,MOQUEGUA
27 Ene,127,2017,2017-01-27,2,PASCO
27 Ene,127,2017,2017-01-27,11,PIURA
27 Ene,127,2017,2017-01-27,9,PUNO
27 Ene,127,2017,2017-01-27,0,SAN MARTIN
27 Ene,127,2017,2017-01-27,0,SIN REGISTRO
27 Ene,127,2017,2017-01-27,4,TACNA
27 Ene,127,2017,2017-01-27,0,TUMBES
27 Ene,127,2017,2017-01-27,2,UCAYALI
28 Ene,128,2017,2017-01-28,0,AMAZONAS
28 Ene,128,2017,2017-01-28,14,ANCASH
28 Ene,128,2017,2017-01-28,2,APURIMAC
28 Ene,128,2017,2017-01-28,18,AREQUIPA
28 Ene,128,2017,2017-01-28,2,AYACUCHO
28 Ene,128,2017,2017-01-28,12,CAJAMARCA
28 Ene,128,2017,2017-01-28,9,CALLAO
28 Ene,128,2017,2017-01-28,12,CUSCO
28 Ene,128,2017,2017-01-28,1,EXTRANJERO
28 Ene,128,2017,2017-01-28,5,HUANCAVELICA
28 Ene,128,2017,2017-01-28,11,HUANUCO
28 Ene,128,2017,2017-01-28,13,ICA
28 Ene,128,2017,2017-01-28,9,JUNIN
28 Ene,128,2017,2017-01-28,21,LA LIBERTAD
28 Ene,128,2017,2017-01-28,22,LAMBAYEQUE
28 Ene,128,2017,2017-01-28,80,LIMA
28 Ene,128,2017,2017-01-28,3,LORETO
28 Ene,128,2017,2017-01-28,1,MADRE DE DIOS
28 Ene,128,2017,2017-01-28,2,MOQUEGUA
28 Ene,128,2017,2017-01-28,2,PASCO
28 Ene,128,2017,2017-01-28,6,PIURA
28 Ene,128,2017,2017-01-28,9,PUNO
28 Ene,128,2017,2017-01-28,3,SAN MARTIN
28 Ene,128,2017,2017-01-28,0,SIN REGISTRO
28 Ene,128,2017,2017-01-28,3,TACNA
28 Ene,128,2017,2017-01-28,5,TUMBES
28 Ene,128,2017,2017-01-28,5,UCAYALI
29 Ene,129,2017,2017-01-29,2,AMAZONAS
29 Ene,129,2017,2017-01-29,12,ANCASH
29 Ene,129,2017,2017-01-29,3,APURIMAC
29 Ene,129,2017,2017-01-29,14,AREQUIPA
29 Ene,129,2017,2017-01-29,0,AYACUCHO
29 Ene,129,2017,2017-01-29,8,CAJAMARCA
29 Ene,129,2017,2017-01-29,11,CALLAO
29 Ene,129,2017,2017-01-29,5,CUSCO
29 Ene,129,2017,2017-01-29,1,EXTRANJERO
29 Ene,129,2017,2017-01-29,4,HUANCAVELICA
29 Ene,129,2017,2017-01-29,6,HUANUCO
29 Ene,129,2017,2017-01-29,18,ICA
29 Ene,129,2017,2017-01-29,15,JUNIN
29 Ene,129,2017,2017-01-29,21,LA LIBERTAD
29 Ene,129,2017,2017-01-29,22,LAMBAYEQUE
29 Ene,129,2017,2017-01-29,61,LIMA
29 Ene,129,2017,2017-01-29,9,LORETO
29 Ene,129,2017,2017-01-29,1,MADRE DE DIOS
29 Ene,129,2017,2017-01-29,2,MOQUEGUA
29 Ene,129,2017,2017-01-29,0,PASCO
29 Ene,129,2017,2017-01-29,9,PIURA
29 Ene,129,2017,2017-01-29,16,PUNO
29 Ene,129,2017,2017-01-29,4,SAN MARTIN
29 Ene,129,2017,2017-01-29,1,SIN REGISTRO
29 Ene,129,2017,2017-01-29,4,TACNA
29 Ene,129,2017,2017-01-29,1,TUMBES
29 Ene,129,2017,2017-01-29,6,UCAYALI
30 Ene,130,2017,2017-01-30,2,AMAZONAS
30 Ene,130,2017,2017-01-30,9,ANCASH
30 Ene,130,2017,2017-01-30,1,APURIMAC
30 Ene,130,2017,2017-01-30,10,AREQUIPA
30 Ene,130,2017,2017-01-30,4,AYACUCHO
30 Ene,130,2017,2017-01-30,7,CAJAMARCA
30 Ene,130,2017,2017-01-30,16,CALLAO
30 Ene,130,2017,2017-01-30,9,CUSCO
30 Ene,130,2017,2017-01-30,0,EXTRANJERO
30 Ene,130,2017,2017-01-30,3,HUANCAVELICA
30 Ene,130,2017,2017-01-30,11,HUANUCO
30 Ene,130,2017,2017-01-30,9,ICA
30 Ene,130,2017,2017-01-30,13,JUNIN
30 Ene,130,2017,2017-01-30,24,LA LIBERTAD
30 Ene,130,2017,2017-01-30,13,LAMBAYEQUE
30 Ene,130,2017,2017-01-30,74,LIMA
30 Ene,130,2017,2017-01-30,6,LORETO
30 Ene,130,2017,2017-01-30,0,MADRE DE DIOS
30 Ene,130,2017,2017-01-30,3,MOQUEGUA
30 Ene,130,2017,2017-01-30,3,PASCO
30 Ene,130,2017,2017-01-30,7,PIURA
30 Ene,130,2017,2017-01-30,12,PUNO
30 Ene,130,2017,2017-01-30,5,SAN MARTIN
30 Ene,130,2017,2017-01-30,2,SIN REGISTRO
30 Ene,130,2017,2017-01-30,1,TACNA
30 Ene,130,2017,2017-01-30,4,TUMBES
30 Ene,130,2017,2017-01-30,1,UCAYALI
31 Ene,131,2017,2017-01-31,3,AMAZONAS
31 Ene,131,2017,2017-01-31,8,ANCASH
31 Ene,131,2017,2017-01-31,8,APURIMAC
31 Ene,131,2017,2017-01-31,14,AREQUIPA
31 Ene,131,2017,2017-01-31,3,AYACUCHO
31 Ene,131,2017,2017-01-31,3,CAJAMARCA
31 Ene,131,2017,2017-01-31,20,CALLAO
31 Ene,131,2017,2017-01-31,6,CUSCO
31 Ene,131,2017,2017-01-31,0,EXTRANJERO
31 Ene,131,2017,2017-01-31,2,HUANCAVELICA
31 Ene,131,2017,2017-01-31,9,HUANUCO
31 Ene,131,2017,2017-01-31,13,ICA
31 Ene,131,2017,2017-01-31,16,JUNIN
31 Ene,131,2017,2017-01-31,27,LA LIBERTAD
31 Ene,131,2017,2017-01-31,24,LAMBAYEQUE
31 Ene,131,2017,2017-01-31,71,LIMA
31 Ene,131,2017,2017-01-31,6,LORETO
31 Ene,131,2017,2017-01-31,0,MADRE DE DIOS
31 Ene,131,2017,2017-01-31,1,MOQUEGUA
31 Ene,131,2017,2017-01-31,0,PASCO
31 Ene,131,2017,2017-01-31,9,PIURA
31 Ene,131,2017,2017-01-31,12,PUNO
31 Ene,131,2017,2017-01-31,2,SAN MARTIN
31 Ene,131,2017,2017-01-31,1,SIN REGISTRO
31 Ene,131,2017,2017-01-31,0,TACNA
31 Ene,131,2017,2017-01-31,1,TUMBES
31 Ene,131,2017,2017-01-31,2,UCAYALI
01 Feb,201,2017,2017-02-01,4,AMAZONAS
01 Feb,201,2017,2017-02-01,6,ANCASH
01 Feb,201,2017,2017-02-01,3,APURIMAC
01 Feb,201,2017,2017-02-01,13,AREQUIPA
01 Feb,201,2017,2017-02-01,3,AYACUCHO
01 Feb,201,2017,2017-02-01,5,CAJAMARCA
01 Feb,201,2017,2017-02-01,11,CALLAO
01 Feb,201,2017,2017-02-01,8,CUSCO
01 Feb,201,2017,2017-02-01,1,EXTRANJERO
01 Feb,201,2017,2017-02-01,6,HUANCAVELICA
01 Feb,201,2017,2017-02-01,8,HUANUCO
01 Feb,201,2017,2017-02-01,12,ICA
01 Feb,201,2017,2017-02-01,10,JUNIN
01 Feb,201,2017,2017-02-01,31,LA LIBERTAD
01 Feb,201,2017,2017-02-01,19,LAMBAYEQUE
01 Feb,201,2017,2017-02-01,71,LIMA
01 Feb,201,2017,2017-02-01,6,LORETO
01 Feb,201,2017,2017-02-01,1,MADRE DE DIOS
01 Feb,201,2017,2017-02-01,1,MOQUEGUA
01 Feb,201,2017,2017-02-01,3,PASCO
01 Feb,201,2017,2017-02-01,6,PIURA
01 Feb,201,2017,2017-02-01,8,PUNO
01 Feb,201,2017,2017-02-01,8,SAN MARTIN
01 Feb,201,2017,2017-02-01,1,SIN REGISTRO
01 Feb,201,2017,2017-02-01,3,TACNA
01 Feb,201,2017,2017-02-01,4,TUMBES
01 Feb,201,2017,2017-02-01,4,UCAYALI
02 Feb,202,2017,2017-02-02,3,AMAZONAS
02 Feb,202,2017,2017-02-02,16,ANCASH
02 Feb,202,2017,2017-02-02,4,APURIMAC
02 Feb,202,2017,2017-02-02,23,AREQUIPA
02 Feb,202,2017,2017-02-02,4,AYACUCHO
02 Feb,202,2017,2017-02-02,6,CAJAMARCA
02 Feb,202,2017,2017-02-02,6,CALLAO
02 Feb,202,2017,2017-02-02,10,CUSCO
02 Feb,202,2017,2017-02-02,0,EXTRANJERO
02 Feb,202,2017,2017-02-02,6,HUANCAVELICA
02 Feb,202,2017,2017-02-02,12,HUANUCO
02 Feb,202,2017,2017-02-02,15,ICA
02 Feb,202,2017,2017-02-02,14,JUNIN
02 Feb,202,2017,2017-02-02,35,LA LIBERTAD
02 Feb,202,2017,2017-02-02,28,LAMBAYEQUE
02 Feb,202,2017,2017-02-02,99,LIMA
02 Feb,202,2017,2017-02-02,3,LORETO
02 Feb,202,2017,2017-02-02,1,MADRE DE DIOS
02 Feb,202,2017,2017-02-02,3,MOQUEGUA
02 Feb,202,2017,2017-02-02,0,PASCO
02 Feb,202,2017,2017-02-02,8,PIURA
02 Feb,202,2017,2017-02-02,15,PUNO
02 Feb,202,2017,2017-02-02,5,SAN MARTIN
02 Feb,202,2017,2017-02-02,0,SIN REGISTRO
02 Feb,202,2017,2017-02-02,5,TACNA
02 Feb,202,2017,2017-02-02,2,TUMBES
02 Feb,202,2017,2017-02-02,2,UCAYALI
03 Feb,203,2017,2017-02-03,2,AMAZONAS
03 Feb,203,2017,2017-02-03,9,ANCASH
03 Feb,203,2017,2017-02-03,3,APURIMAC
03 Feb,203,2017,2017-02-03,14,AREQUIPA
03 Feb,203,2017,2017-02-03,1,AYACUCHO
03 Feb,203,2017,2017-02-03,6,CAJAMARCA
03 Feb,203,2017,2017-02-03,19,CALLAO
03 Feb,203,2017,2017-02-03,8,CUSCO
03 Feb,203,2017,2017-02-03,1,EXTRANJERO
03 Feb,203,2017,2017-02-03,2,HUANCAVELICA
03 Feb,203,2017,2017-02-03,3,HUANUCO
03 Feb,203,2017,2017-02-03,17,ICA
03 Feb,203,2017,2017-02-03,8,JUNIN
03 Feb,203,2017,2017-02-03,31,LA LIBERTAD
03 Feb,203,2017,2017-02-03,22,LAMBAYEQUE
03 Feb,203,2017,2017-02-03,81,LIMA
03 Feb,203,2017,2017-02-03,4,LORETO
03 Feb,203,2017,2017-02-03,1,MADRE DE DIOS
03 Feb,203,2017,2017-02-03,1,MOQUEGUA
03 Feb,203,2017,2017-02-03,2,PASCO
03 Feb,203,2017,2017-02-03,12,PIURA
03 Feb,203,2017,2017-02-03,16,PUNO
03 Feb,203,2017,2017-02-03,8,SAN MARTIN
03 Feb,203,2017,2017-02-03,2,SIN REGISTRO
03 Feb,203,2017,2017-02-03,3,TACNA
03 Feb,203,2017,2017-02-03,7,TUMBES
03 Feb,203,2017,2017-02-03,2,UCAYALI
04 Feb,204,2017,2017-02-04,0,AMAZONAS
04 Feb,204,2017,2017-02-04,14,ANCASH
04 Feb,204,2017,2017-02-04,11,APURIMAC
04 Feb,204,2017,2017-02-04,14,AREQUIPA
04 Feb,204,2017,2017-02-04,1,AYACUCHO
04 Feb,204,2017,2017-02-04,9,CAJAMARCA
04 Feb,204,2017,2017-02-04,13,CALLAO
04 Feb,204,2017,2017-02-04,9,CUSCO
04 Feb,204,2017,2017-02-04,0,EXTRANJERO
04 Feb,204,2017,2017-02-04,9,HUANCAVELICA
04 Feb,204,2017,2017-02-04,13,HUANUCO
04 Feb,204,2017,2017-02-04,9,ICA
04 Feb,204,2017,2017-02-04,4,JUNIN
04 Feb,204,2017,2017-02-04,16,LA LIBERTAD
04 Feb,204,2017,2017-02-04,22,LAMBAYEQUE
04 Feb,204,2017,2017-02-04,70,LIMA
04 Feb,204,2017,2017-02-04,2,LORETO
04 Feb,204,2017,2017-02-04,0,MADRE DE DIOS
04 Feb,204,2017,2017-02-04,2,MOQUEGUA
04 Feb,204,2017,2017-02-04,1,PASCO
04 Feb,204,2017,2017-02-04,7,PIURA
04 Feb,204,2017,2017-02-04,7,PUNO
04 Feb,204,2017,2017-02-04,2,SAN MARTIN
04 Feb,204,2017,2017-02-04,0,SIN REGISTRO
04 Feb,204,2017,2017-02-04,6,TACNA
04 Feb,204,2017,2017-02-04,1,TUMBES
04 Feb,204,2017,2017-02-04,1,UCAYALI
05 Feb,205,2017,2017-02-05,3,AMAZONAS
05 Feb,205,2017,2017-02-05,5,ANCASH
05 Feb,205,2017,2017-02-05,8,APURIMAC
05 Feb,205,2017,2017-02-05,6,AREQUIPA
05 Feb,205,2017,2017-02-05,3,AYACUCHO
05 Feb,205,2017,2017-02-05,5,CAJAMARCA
05 Feb,205,2017,2017-02-05,13,CALLAO
05 Feb,205,2017,2017-02-05,7,CUSCO
05 Feb,205,2017,2017-02-05,1,EXTRANJERO
05 Feb,205,2017,2017-02-05,3,HUANCAVELICA
05 Feb,205,2017,2017-02-05,8,HUANUCO
05 Feb,205,2017,2017-02-05,13,ICA
05 Feb,205,2017,2017-02-05,10,JUNIN
05 Feb,205,2017,2017-02-05,29,LA LIBERTAD
05 Feb,205,2017,2017-02-05,24,LAMBAYEQUE
05 Feb,205,2017,2017-02-05,72,LIMA
05 Feb,205,2017,2017-02-05,3,LORETO
05 Feb,205,2017,2017-02-05,0,MADRE DE DIOS
05 Feb,205,2017,2017-02-05,3,MOQUEGUA
05 Feb,205,2017,2017-02-05,2,PASCO
05 Feb,205,2017,2017-02-05,9,PIURA
05 Feb,205,2017,2017-02-05,16,PUNO
05 Feb,205,2017,2017-02-05,6,SAN MARTIN
05 Feb,205,2017,2017-02-05,0,SIN REGISTRO
05 Feb,205,2017,2017-02-05,4,TACNA
05 Feb,205,2017,2017-02-05,6,TUMBES
05 Feb,205,2017,2017-02-05,3,UCAYALI
06 Feb,206,2017,2017-02-06,3,AMAZONAS
06 Feb,206,2017,2017-02-06,14,ANCASH
06 Feb,206,2017,2017-02-06,4,APURIMAC
06 Feb,206,2017,2017-02-06,18,AREQUIPA
06 Feb,206,2017,2017-02-06,3,AYACUCHO
06 Feb,206,2017,2017-02-06,12,CAJAMARCA
06 Feb,206,2017,2017-02-06,6,CALLAO
06 Feb,206,2017,2017-02-06,8,CUSCO
06 Feb,206,2017,2017-02-06,2,EXTRANJERO
06 Feb,206,2017,2017-02-06,4,HUANCAVELICA
06 Feb,206,2017,2017-02-06,1,HUANUCO
06 Feb,206,2017,2017-02-06,10,ICA
06 Feb,206,2017,2017-02-06,9,JUNIN
06 Feb,206,2017,2017-02-06,29,LA LIBERTAD
06 Feb,206,2017,2017-02-06,21,LAMBAYEQUE
06 Feb,206,2017,2017-02-06,73,LIMA
06 Feb,206,2017,2017-02-06,5,LORETO
06 Feb,206,2017,2017-02-06,2,MADRE DE DIOS
06 Feb,206,2017,2017-02-06,1,MOQUEGUA
06 Feb,206,2017,2017-02-06,1,PASCO
06 Feb,206,2017,2017-02-06,7,PIURA
06 Feb,206,2017,2017-02-06,15,PUNO
06 Feb,206,2017,2017-02-06,3,SAN MARTIN
06 Feb,206,2017,2017-02-06,0,SIN REGISTRO
06 Feb,206,2017,2017-02-06,0,TACNA
06 Feb,206,2017,2017-02-06,1,TUMBES
06 Feb,206,2017,2017-02-06,1,UCAYALI
07 Feb,207,2017,2017-02-07,1,AMAZONAS
07 Feb,207,2017,2017-02-07,14,ANCASH
07 Feb,207,2017,2017-02-07,4,APURIMAC
07 Feb,207,2017,2017-02-07,12,AREQUIPA
07 Feb,207,2017,2017-02-07,2,AYACUCHO
07 Feb,207,2017,2017-02-07,6,CAJAMARCA
07 Feb,207,2017,2017-02-07,14,CALLAO
07 Feb,207,2017,2017-02-07,6,CUSCO
07 Feb,207,2017,2017-02-07,0,EXTRANJERO
07 Feb,207,2017,2017-02-07,2,HUANCAVELICA
07 Feb,207,2017,2017-02-07,10,HUANUCO
07 Feb,207,2017,2017-02-07,9,ICA
07 Feb,207,2017,2017-02-07,17,JUNIN
07 Feb,207,2017,2017-02-07,26,LA LIBERTAD
07 Feb,207,2017,2017-02-07,13,LAMBAYEQUE
07 Feb,207,2017,2017-02-07,55,LIMA
07 Feb,207,2017,2017-02-07,8,LORETO
07 Feb,207,2017,2017-02-07,1,MADRE DE DIOS
07 Feb,207,2017,2017-02-07,1,MOQUEGUA
